street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon,neighborhood
Rombout Hogerbeetsstraat,18-h,https://www.funda.nl/detail/koop/amsterdam/appartement-rombout-hogerbeetsstraat-18-h/43948820/,49,460000.0,9387.76,Amsterdam,Netherlands,"Rombout Hogerbeetsstraat 18-h, Amsterdam, Netherlands",52.3779073,4.8736635,frederik hendrik buurt
Postjesweg,323,https://www.funda.nl/detail/koop/amsterdam/appartement-postjesweg-323/43947529/,69,395000.0,5724.64,Amsterdam,Netherlands,"Postjesweg 323, Amsterdam, Netherlands",52.363714,4.8371532,postjesweg
Willem De Zwijgerlaan,134-h,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-134-h/43947480/,50,450000.0,9000.0,Amsterdam,Netherlands,"Willem De Zwijgerlaan 134-h, Amsterdam, Netherlands",52.3742323,4.8635593,erasmusbuurt
Bos En Lommerplein,210,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplein-210/43946009/,80,500000.0,6250.0,Amsterdam,Netherlands,"Bos En Lommerplein 210, Amsterdam, Netherlands",52.3780973,4.8455812,bos en lommer
Marcantilaan,31,https://www.funda.nl/detail/koop/amsterdam/appartement-marcantilaan-31/43945848/,41,385000.0,9390.24,Amsterdam,Netherlands,"Marcantilaan 31, Amsterdam, Netherlands",52.3753685,4.8685526,staatsliedenbuurt
Charlotte De Bourbonstraat,35-3,https://www.funda.nl/detail/koop/amsterdam/appartement-charlotte-de-bourbonstraat-35-3/43933166/,50,395000.0,7900.0,Amsterdam,Netherlands,"Charlotte De Bourbonstraat 35-3, Amsterdam, Netherlands",52.3798533,4.858176,bos en lommer
Nieuwe Nieuwstraat,33,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwe-nieuwstraat-33/43933594/,59,459000.0,7779.66,Amsterdam,Netherlands,"Nieuwe Nieuwstraat 33, Amsterdam, Netherlands",52.3752755,4.8929171,centrum
Kijkduinstraat,57-3,https://www.funda.nl/detail/koop/amsterdam/appartement-kijkduinstraat-57-3/43933444/,64,450000.0,7031.25,Amsterdam,Netherlands,"Kijkduinstraat 57-3, Amsterdam, Netherlands",52.3822748,4.8530939,bos en lommer
Kerkstraat,24-c,https://www.funda.nl/detail/koop/amsterdam/appartement-kerkstraat-24-c/43931913/,44,425000.0,9659.09,Amsterdam,Netherlands,"Kerkstraat 24-c, Amsterdam, Netherlands",52.3658839,4.884491,centrum
Louise De Colignystraat,36-h,https://www.funda.nl/detail/koop/amsterdam/appartement-louise-de-colignystraat-36-h/43930647/,55,475000.0,8636.36,Amsterdam,Netherlands,"Louise De Colignystraat 36-h, Amsterdam, Netherlands",52.3808478,4.8574147,bos en lommer
Kinkerstraat,212-1,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-212-1/43939135/,48,395000.0,8229.17,Amsterdam,Netherlands,"Kinkerstraat 212-1, Amsterdam, Netherlands",52.3658327,4.8664182,amsterdam-west
Geuzenkade,81-3,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-81-3/43938547/,56,485000.0,8660.71,Amsterdam,Netherlands,"Geuzenkade 81-3, Amsterdam, Netherlands",52.3747111,4.8640815,erasmusbuurt
Ten Katestraat,59-4,https://www.funda.nl/detail/koop/amsterdam/appartement-ten-katestraat-59-4/43936921/,44,425000.0,9659.09,Amsterdam,Netherlands,"Ten Katestraat 59-4, Amsterdam, Netherlands",52.3666452,4.8672309,amsterdam-west
Bloys Van Treslongstraat,56-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bloys-van-treslongstraat-56-1/43924380/,50,435000.0,8700.0,Amsterdam,Netherlands,"Bloys Van Treslongstraat 56-1, Amsterdam, Netherlands",52.3756006,4.85993,erasmusbuurt
Van Hogendorpstraat,112-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-112-h/43923600/,49,485000.0,9897.96,Amsterdam,Netherlands,"Van Hogendorpstraat 112-h, Amsterdam, Netherlands",52.3831295,4.8734267,staatsliedenbuurt
Luzacstraat,1-h,https://www.funda.nl/detail/koop/amsterdam/appartement-luzacstraat-1-h/43921060/,54,475000.0,8796.3,Amsterdam,Netherlands,"Luzacstraat 1-h, Amsterdam, Netherlands",52.3792304,4.8699478,staatsliedenbuurt
Jan Evertsenstraat,571,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-evertsenstraat-571/43920192/,45,370000.0,8222.22,Amsterdam,Netherlands,"Jan Evertsenstraat 571, Amsterdam, Netherlands",52.3695257,4.83645,postjesweg
Jan Evertsenstraat,571,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-evertsenstraat-571/43920192/,45,370000.0,8222.22,Amsterdam,Netherlands,"Jan Evertsenstraat 571, Amsterdam, Netherlands",52.3695257,4.83645,slotervaart
Van Hallstraat,701-a,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hallstraat-701-a/43928697/,27,275000.0,10185.19,Amsterdam,Netherlands,"Van Hallstraat 701-a, Amsterdam, Netherlands",52.3794111,4.8722156,staatsliedenbuurt
Joan Melchior Kemperstraat,108-3,https://www.funda.nl/detail/koop/amsterdam/appartement-joan-melchior-kemperstraat-108-3/43925852/,63,500000.0,7936.51,Amsterdam,Netherlands,"Joan Melchior Kemperstraat 108-3, Amsterdam, Netherlands",52.3849745,4.8720246,staatsliedenbuurt
Kinkerstraat,59-1a,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-59-1a/43925713/,30,300000.0,10000.0,Amsterdam,Netherlands,"Kinkerstraat 59-1a, Amsterdam, Netherlands",52.367244,4.8726418,amsterdam-west
Jacob Van Lennepkade,52-3,https://www.funda.nl/detail/koop/amsterdam/appartement-jacob-van-lennepkade-52-3/43925633/,47,475000.0,10106.38,Amsterdam,Netherlands,"Jacob Van Lennepkade 52-3, Amsterdam, Netherlands",52.3659459,4.873743,amsterdam-west
Marieken Van Nimwegenstraat,14-2,https://www.funda.nl/detail/koop/amsterdam/appartement-marieken-van-nimwegenstraat-14-2/43914352/,52,445000.0,8557.69,Amsterdam,Netherlands,"Marieken Van Nimwegenstraat 14-2, Amsterdam, Netherlands",52.3769475,4.8496046,bos en lommer
Postjeskade,33-1,https://www.funda.nl/detail/koop/amsterdam/appartement-postjeskade-33-1/43914212/,54,375000.0,6944.44,Amsterdam,Netherlands,"Postjeskade 33-1, Amsterdam, Netherlands",52.3635172,4.8550379,baarsjes
Bos En Lommerweg,165-c,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerweg-165-c/43914925/,70,475000.0,6785.71,Amsterdam,Netherlands,"Bos En Lommerweg 165-c, Amsterdam, Netherlands",52.3809367,4.855402,bos en lommer
Lutonhof,333,https://www.funda.nl/detail/koop/amsterdam/appartement-lutonhof-333/43913064/,50,400000.0,8000.0,Amsterdam,Netherlands,"Lutonhof 333, Amsterdam, Netherlands",52.3865276,4.8361233,slotervaart
Rinus Michelslaan,227,https://www.funda.nl/detail/koop/amsterdam/appartement-rinus-michelslaan-227/43913610/,45,350000.0,7777.78,Amsterdam,Netherlands,"Rinus Michelslaan 227, Amsterdam, Netherlands",52.3733066,4.8385488,slotervaart
Rinus Michelslaan,199,https://www.funda.nl/detail/koop/amsterdam/appartement-rinus-michelslaan-199/43913578/,51,430000.0,8431.37,Amsterdam,Netherlands,"Rinus Michelslaan 199, Amsterdam, Netherlands",52.3732211,4.8385406,slotervaart
Van Hogendorpstraat,193-4,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-193-4/43911420/,33,335000.0,10151.52,Amsterdam,Netherlands,"Van Hogendorpstraat 193-4, Amsterdam, Netherlands",52.3826076,4.8715382,staatsliedenbuurt
Lanseloetstraat,41-1,https://www.funda.nl/detail/koop/amsterdam/appartement-lanseloetstraat-41-1/43919857/,53,500000.0,9433.96,Amsterdam,Netherlands,"Lanseloetstraat 41-1, Amsterdam, Netherlands",52.3775035,4.8493775,bos en lommer
Westzaanstraat,41-3,https://www.funda.nl/detail/koop/amsterdam/appartement-westzaanstraat-41-3/43918112/,64,495000.0,7734.38,Amsterdam,Netherlands,"Westzaanstraat 41-3, Amsterdam, Netherlands",52.3878299,4.8819359,spaarndammerbuurt
Orteliusstraat,207-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-207-2/43916382/,49,440000.0,8979.59,Amsterdam,Netherlands,"Orteliusstraat 207-2, Amsterdam, Netherlands",52.3703737,4.8488471,erasmusbuurt
Joos De Moorstraat,10-1,https://www.funda.nl/detail/koop/amsterdam/appartement-joos-de-moorstraat-10-1/43916817/,56,500000.0,8928.57,Amsterdam,Netherlands,"Joos De Moorstraat 10-1, Amsterdam, Netherlands",52.3731622,4.8573011,erasmusbuurt
Borgerstraat,137-c,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-137-c/43915844/,62,500000.0,8064.52,Amsterdam,Netherlands,"Borgerstraat 137-c, Amsterdam, Netherlands",52.3644025,4.8641153,amsterdam-west
Nova Zemblastraat,355,https://www.funda.nl/detail/koop/amsterdam/appartement-nova-zemblastraat-355/43915597/,65,475000.0,7307.69,Amsterdam,Netherlands,"Nova Zemblastraat 355, Amsterdam, Netherlands",52.3902113,4.8818357,spaarndammerbuurt
Geuzenstraat,41-3,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenstraat-41-3/43904223/,48,419000.0,8729.17,Amsterdam,Netherlands,"Geuzenstraat 41-3, Amsterdam, Netherlands",52.3718644,4.8645556,erasmusbuurt
Burgemeester Hogguerstraat,389,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-hogguerstraat-389/43904970/,45,350000.0,7777.78,Amsterdam,Netherlands,"Burgemeester Hogguerstraat 389, Amsterdam, Netherlands",52.3719155,4.8305026,Unknown
Spaarndammerstraat,123-1,https://www.funda.nl/detail/koop/amsterdam/appartement-spaarndammerstraat-123-1/43902332/,50,450000.0,9000.0,Amsterdam,Netherlands,"Spaarndammerstraat 123-1, Amsterdam, Netherlands",52.3908424,4.8780972,spaarndammerbuurt
Nachtwachtlaan,151,https://www.funda.nl/detail/koop/amsterdam/appartement-nachtwachtlaan-151/43902791/,59,400000.0,6779.66,Amsterdam,Netherlands,"Nachtwachtlaan 151, Amsterdam, Netherlands",52.3617763,4.8439892,baarsjes
Nicolaas Beetsstraat,183,https://www.funda.nl/detail/koop/amsterdam/appartement-nicolaas-beetsstraat-183/43901036/,60,450000.0,7500.0,Amsterdam,Netherlands,"Nicolaas Beetsstraat 183, Amsterdam, Netherlands",52.3648076,4.8663128,amsterdam-west
Sara Burgerhartstraat,58-h,https://www.funda.nl/detail/koop/amsterdam/appartement-sara-burgerhartstraat-58-h/43900169/,56,450000.0,8035.71,Amsterdam,Netherlands,"Sara Burgerhartstraat 58-h, Amsterdam, Netherlands",52.3832866,4.8481468,bos en lommer
Postjesweg,457,https://www.funda.nl/detail/koop/amsterdam/appartement-postjesweg-457/43908421/,80,480000.0,6000.0,Amsterdam,Netherlands,"Postjesweg 457, Amsterdam, Netherlands",52.3636986,4.8357738,postjesweg
Crynssenstraat,63-1,https://www.funda.nl/detail/koop/amsterdam/appartement-crynssenstraat-63-1/43907618/,57,475000.0,8333.33,Amsterdam,Netherlands,"Crynssenstraat 63-1, Amsterdam, Netherlands",52.3634942,4.8559191,baarsjes
Crynssenstraat,53-2,https://www.funda.nl/detail/koop/amsterdam/appartement-crynssenstraat-53-2/43905122/,53,440000.0,8301.89,Amsterdam,Netherlands,"Crynssenstraat 53-2, Amsterdam, Netherlands",52.3632158,4.8559664,baarsjes
Van Rensselaerstraat,35-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-rensselaerstraat-35-h/43905566/,53,465000.0,8773.58,Amsterdam,Netherlands,"Van Rensselaerstraat 35-h, Amsterdam, Netherlands",52.362081,4.8555836,baarsjes
Admiraal De Ruijterweg,465-1,https://www.funda.nl/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-465-1/43994409/,64,485000.0,7578.12,Amsterdam,Netherlands,"Admiraal De Ruijterweg 465-1, Amsterdam, Netherlands",52.3835049,4.8488494,bos en lommer
Wormerveerstraat,1-3,https://www.funda.nl/detail/koop/amsterdam/appartement-wormerveerstraat-1-3/43991106/,51,370000.0,7254.9,Amsterdam,Netherlands,"Wormerveerstraat 1-3, Amsterdam, Netherlands",52.3887881,4.8770045,spaarndammerbuurt
Bilderdijkstraat,198-1v,https://www.funda.nl/detail/koop/amsterdam/appartement-bilderdijkstraat-198-1v/43991749/,31,325000.0,10483.87,Amsterdam,Netherlands,"Bilderdijkstraat 198-1v, Amsterdam, Netherlands",52.3663801,4.872417,amsterdam-west
Polanenstraat,1-g,https://www.funda.nl/detail/koop/amsterdam/appartement-polanenstraat-1-g/43990014/,24,275000.0,11458.33,Amsterdam,Netherlands,"Polanenstraat 1-g, Amsterdam, Netherlands",52.3879781,4.8785654,spaarndammerbuurt
Suikerbakkerssteeg,6-b,https://www.funda.nl/detail/koop/amsterdam/appartement-suikerbakkerssteeg-6-b/43999243/,40,369000.0,9225.0,Amsterdam,Netherlands,"Suikerbakkerssteeg 6-b, Amsterdam, Netherlands",52.3754855,4.8937372,centrum
Lange Leidsedwarsstraat,44-c,https://www.funda.nl/detail/koop/amsterdam/appartement-lange-leidsedwarsstraat-44-c/43999190/,40,397500.0,9937.5,Amsterdam,Netherlands,"Lange Leidsedwarsstraat 44-c, Amsterdam, Netherlands",52.3651036,4.8827678,Unknown
Haarlemmerweg,165-b,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-165-b/43999611/,54,450000.0,8333.33,Amsterdam,Netherlands,"Haarlemmerweg 165-b, Amsterdam, Netherlands",52.3852725,4.8720316,staatsliedenbuurt
Nassaukade,328-2,https://www.funda.nl/detail/koop/amsterdam/appartement-nassaukade-328-2/43998233/,31,350000.0,11290.32,Amsterdam,Netherlands,"Nassaukade 328-2, Amsterdam, Netherlands",52.3685158,4.8757837,amsterdam-west
Geuzenkade,71-2,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-71-2/43998260/,49,435000.0,8877.55,Amsterdam,Netherlands,"Geuzenkade 71-2, Amsterdam, Netherlands",52.3742087,4.8642639,erasmusbuurt
Hasebroekstraat,25-h,https://www.funda.nl/detail/koop/amsterdam/appartement-hasebroekstraat-25-h/43997876/,55,500000.0,9090.91,Amsterdam,Netherlands,"Hasebroekstraat 25-h, Amsterdam, Netherlands",52.366128,4.866195,amsterdam-west
Kanaalstraat,100-b,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-100-b/43996221/,24,300000.0,12500.0,Amsterdam,Netherlands,"Kanaalstraat 100-b, Amsterdam, Netherlands",52.3621789,4.8630024,amsterdam-west
Overtoom,114-3,https://www.funda.nl/detail/koop/amsterdam/appartement-overtoom-114-3/43996118/,39,399500.0,10243.59,Amsterdam,Netherlands,"Overtoom 114-3, Amsterdam, Netherlands",52.3628048,4.8748217,amsterdam-west
Van Noordtstraat,9-m,https://www.funda.nl/detail/koop/amsterdam/appartement-van-noordtstraat-9-m/43982376/,31,315000.0,10161.29,Amsterdam,Netherlands,"Van Noordtstraat 9-m, Amsterdam, Netherlands",52.3890449,4.8801412,spaarndammerbuurt
Curacaostraat,76-2,https://www.funda.nl/detail/koop/amsterdam/appartement-curacaostraat-76-2/43981029/,56,475000.0,8482.14,Amsterdam,Netherlands,"Curacaostraat 76-2, Amsterdam, Netherlands",52.3611588,4.8522477,baarsjes
Orteliusstraat,186-1,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-186-1/43989012/,51,400000.0,7843.14,Amsterdam,Netherlands,"Orteliusstraat 186-1, Amsterdam, Netherlands",52.3696941,4.8495896,baarsjes
Van Oldenbarneveldtstraat,96-d1,https://www.funda.nl/detail/koop/amsterdam/appartement-van-oldenbarneveldtstraat-96-d1/43988707/,47,425000.0,9042.55,Amsterdam,Netherlands,"Van Oldenbarneveldtstraat 96-d1, Amsterdam, Netherlands",52.373872,4.8735191,frederik hendrik buurt
Zaanstraat,159,https://www.funda.nl/detail/koop/amsterdam/appartement-zaanstraat-159/43987369/,42,395000.0,9404.76,Amsterdam,Netherlands,"Zaanstraat 159, Amsterdam, Netherlands",52.3890005,4.8761789,spaarndammerbuurt
Bloys Van Treslongstraat,59-3,https://www.funda.nl/detail/koop/amsterdam/appartement-bloys-van-treslongstraat-59-3/43986010/,42,375000.0,8928.57,Amsterdam,Netherlands,"Bloys Van Treslongstraat 59-3, Amsterdam, Netherlands",52.3754015,4.8597121,erasmusbuurt
Granidastraat,92-1,https://www.funda.nl/detail/koop/amsterdam/appartement-granidastraat-92-1/43986654/,53,425000.0,8018.87,Amsterdam,Netherlands,"Granidastraat 92-1, Amsterdam, Netherlands",52.3816684,4.848196,bos en lommer
Willem De Zwijgerlaan,334-c19,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-334-c19/43974983/,34,275000.0,8088.24,Amsterdam,Netherlands,"Willem De Zwijgerlaan 334-c19, Amsterdam, Netherlands",52.3809131,4.8609099,bos en lommer
Jan Van Schaffelaarplantsoen,13-c,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-van-schaffelaarplantsoen-13-c/43974618/,59,460000.0,7796.61,Amsterdam,Netherlands,"Jan Van Schaffelaarplantsoen 13-c, Amsterdam, Netherlands",52.3787832,4.8422684,slotervaart
Van Spilbergenstraat,74-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-spilbergenstraat-74-2/43973399/,52,350000.0,6730.77,Amsterdam,Netherlands,"Van Spilbergenstraat 74-2, Amsterdam, Netherlands",52.3663886,4.8520231,baarsjes
Geuzenkade,60-3,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-60-3/43972703/,49,450000.0,9183.67,Amsterdam,Netherlands,"Geuzenkade 60-3, Amsterdam, Netherlands",52.3736437,4.8644759,erasmusbuurt
Grote Bickersstraat,33-1,https://www.funda.nl/detail/koop/amsterdam/appartement-grote-bickersstraat-33-1/43971910/,32,350000.0,10937.5,Amsterdam,Netherlands,"Grote Bickersstraat 33-1, Amsterdam, Netherlands",52.3846423,4.8890084,houthavens
Sara Burgerhartstraat,46-h,https://www.funda.nl/detail/koop/amsterdam/appartement-sara-burgerhartstraat-46-h/43971580/,56,450000.0,8035.71,Amsterdam,Netherlands,"Sara Burgerhartstraat 46-h, Amsterdam, Netherlands",52.3830643,4.8487074,bos en lommer
Burgemeester Cramergracht,162,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-cramergracht-162/43971464/,62,350000.0,5645.16,Amsterdam,Netherlands,"Burgemeester Cramergracht 162, Amsterdam, Netherlands",52.3743899,4.8329533,Unknown
Van Der Hoopstraat,88-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-der-hoopstraat-88-2/43976093/,50,415000.0,8300.0,Amsterdam,Netherlands,"Van Der Hoopstraat 88-2, Amsterdam, Netherlands",52.3844713,4.8721481,staatsliedenbuurt
Theophilusstraat,15-1,https://www.funda.nl/detail/koop/amsterdam/appartement-theophilusstraat-15-1/43963308/,50,415000.0,8300.0,Amsterdam,Netherlands,"Theophilusstraat 15-1, Amsterdam, Netherlands",52.3791013,4.8529123,bos en lommer
James Cookstraat,48-2,https://www.funda.nl/detail/koop/amsterdam/appartement-james-cookstraat-48-2/43963128/,51,450000.0,8823.53,Amsterdam,Netherlands,"James Cookstraat 48-2, Amsterdam, Netherlands",52.3724826,4.8520671,erasmusbuurt
Orteliusstraat,18-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-18-2/43960976/,50,460000.0,9200.0,Amsterdam,Netherlands,"Orteliusstraat 18-2, Amsterdam, Netherlands",52.3649842,4.8514822,baarsjes
Nieuwpoortstraat,94-a10,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwpoortstraat-94-a10/43969490/,50,415000.0,8300.0,Amsterdam,Netherlands,"Nieuwpoortstraat 94-a10, Amsterdam, Netherlands",52.3842452,4.8569444,bos en lommer
Kinkerstraat,75-1,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-75-1/43967142/,43,400000.0,9302.33,Amsterdam,Netherlands,"Kinkerstraat 75-1, Amsterdam, Netherlands",52.3669429,4.8716028,amsterdam-west
Vespuccistraat,60-2,https://www.funda.nl/detail/koop/amsterdam/appartement-vespuccistraat-60-2/43967166/,58,500000.0,8620.69,Amsterdam,Netherlands,"Vespuccistraat 60-2, Amsterdam, Netherlands",52.371357,4.8535784,erasmusbuurt
Bestevaerstraat,78-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-78-1/43967031/,59,475000.0,8050.85,Amsterdam,Netherlands,"Bestevaerstraat 78-1, Amsterdam, Netherlands",52.3753657,4.8596538,erasmusbuurt
Bentinckstraat,3-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bentinckstraat-3-1/43965366/,42,395000.0,9404.76,Amsterdam,Netherlands,"Bentinckstraat 3-1, Amsterdam, Netherlands",52.3840791,4.8749581,staatsliedenbuurt
Geuzenstraat,41-h,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenstraat-41-h/43957913/,39,385000.0,9871.79,Amsterdam,Netherlands,"Geuzenstraat 41-h, Amsterdam, Netherlands",52.3718645,4.8645554,erasmusbuurt
Erasmusgracht,23-3,https://www.funda.nl/detail/koop/amsterdam/appartement-erasmusgracht-23-3/43956771/,51,425000.0,8333.33,Amsterdam,Netherlands,"Erasmusgracht 23-3, Amsterdam, Netherlands",52.3750556,4.8467933,erasmusbuurt
Haarlemmerweg,49-h,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-49-h/43846115/,58,500000.0,8620.69,Amsterdam,Netherlands,"Haarlemmerweg 49-h, Amsterdam, Netherlands",52.3854007,4.8772784,staatsliedenbuurt
Orteliusstraat,289-3a,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-289-3a/43834003/,35,300000.0,8571.43,Amsterdam,Netherlands,"Orteliusstraat 289-3a, Amsterdam, Netherlands",52.372669,4.8476585,erasmusbuurt
Lootsstraat,7-1,https://www.funda.nl/detail/koop/amsterdam/appartement-lootsstraat-7-1/43804081/,45,400000.0,8888.89,Amsterdam,Netherlands,"Lootsstraat 7-1, Amsterdam, Netherlands",52.3640569,4.861183,amsterdam-west
Granidastraat,92-3,https://www.funda.nl/detail/koop/amsterdam/appartement-granidastraat-92-3/43809287/,52,400000.0,7692.31,Amsterdam,Netherlands,"Granidastraat 92-3, Amsterdam, Netherlands",52.3816681,4.8481963,bos en lommer
Hofwijckstraat,22-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hofwijckstraat-22-1/43890251/,69,495000.0,7173.91,Amsterdam,Netherlands,"Hofwijckstraat 22-1, Amsterdam, Netherlands",52.3797112,4.8506432,bos en lommer
Nachtwachtlaan,247,https://www.funda.nl/detail/koop/amsterdam/appartement-nachtwachtlaan-247/43898401/,58,395000.0,6810.34,Amsterdam,Netherlands,"Nachtwachtlaan 247, Amsterdam, Netherlands",52.362439,4.8432619,baarsjes
Schaepmanstraat,178-b,https://www.funda.nl/detail/koop/amsterdam/appartement-schaepmanstraat-178-b/43713851/,51,435000.0,8529.41,Amsterdam,Netherlands,"Schaepmanstraat 178-b, Amsterdam, Netherlands",52.3799359,4.8697622,staatsliedenbuurt
Crynssenstraat,80-1,https://www.funda.nl/detail/koop/amsterdam/appartement-crynssenstraat-80-1/43623576/,56,450000.0,8035.71,Amsterdam,Netherlands,"Crynssenstraat 80-1, Amsterdam, Netherlands",52.3637021,4.8561808,baarsjes
Vespuccistraat,99-1,https://www.funda.nl/detail/koop/amsterdam/appartement-vespuccistraat-99-1/43063800/,59,485000.0,8220.34,Amsterdam,Netherlands,"Vespuccistraat 99-1, Amsterdam, Netherlands",52.3725388,4.8525948,erasmusbuurt
Kwakersplein,6-g,https://www.funda.nl/detail/koop/amsterdam/appartement-kwakersplein-6-g/43061996/,36,375000.0,10416.67,Amsterdam,Netherlands,"Kwakersplein 6-g, Amsterdam, Netherlands",52.3690372,4.8701662,amsterdam-west
Da Costakade,134-3a,https://www.funda.nl/detail/koop/amsterdam/appartement-da-costakade-134-3a/43069383/,50,475000.0,9500.0,Amsterdam,Netherlands,"Da Costakade 134-3a, Amsterdam, Netherlands",52.3684475,4.8724659,amsterdam-west
Rozengracht,247-c,https://www.funda.nl/detail/koop/amsterdam/appartement-rozengracht-247-c/43067223/,33,395000.0,11969.7,Amsterdam,Netherlands,"Rozengracht 247-c, Amsterdam, Netherlands",52.3718578,4.8751437,jordaan
Vespuccistraat,108-2,https://www.funda.nl/detail/koop/amsterdam/appartement-vespuccistraat-108-2/43067492/,57,475000.0,8333.33,Amsterdam,Netherlands,"Vespuccistraat 108-2, Amsterdam, Netherlands",52.3726125,4.8529906,erasmusbuurt
Van Gentstraat,12-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-gentstraat-12-2/43065403/,60,475000.0,7916.67,Amsterdam,Netherlands,"Van Gentstraat 12-2, Amsterdam, Netherlands",52.3831746,4.8513358,bos en lommer
Hoofdweg,168-2,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-168-2/43050505/,57,425000.0,7456.14,Amsterdam,Netherlands,"Hoofdweg 168-2, Amsterdam, Netherlands",52.3653165,4.8534455,baarsjes
Groen Van Prinstererstraat,102-1,https://www.funda.nl/detail/koop/amsterdam/appartement-groen-van-prinstererstraat-102-1/43059548/,39,339000.0,8692.31,Amsterdam,Netherlands,"Groen Van Prinstererstraat 102-1, Amsterdam, Netherlands",52.3815715,4.8728868,staatsliedenbuurt
Bestevaerstraat,174-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-174-2/43057397/,49,450000.0,9183.67,Amsterdam,Netherlands,"Bestevaerstraat 174-2, Amsterdam, Netherlands",52.3784886,4.8585887,bos en lommer
Gloriantstraat,16-2,https://www.funda.nl/detail/koop/amsterdam/appartement-gloriantstraat-16-2/43056564/,48,400000.0,8333.33,Amsterdam,Netherlands,"Gloriantstraat 16-2, Amsterdam, Netherlands",52.3791484,4.8533966,bos en lommer
Prinsengracht,126-ha,https://www.funda.nl/detail/koop/amsterdam/appartement-prinsengracht-126-ha/43945151/,42,415000.0,9880.95,Amsterdam,Netherlands,"Prinsengracht 126-ha, Amsterdam, Netherlands",52.3761012,4.8839629,jordaan
Lodewijk Tripstraat,17-1,https://www.funda.nl/detail/koop/amsterdam/appartement-lodewijk-tripstraat-17-1/43935294/,30,269000.0,8966.67,Amsterdam,Netherlands,"Lodewijk Tripstraat 17-1, Amsterdam, Netherlands",52.3801846,4.8763837,frederik hendrik buurt
Nieuwe Nieuwstraat,25-2,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwe-nieuwstraat-25-2/43927957/,50,440000.0,8800.0,Amsterdam,Netherlands,"Nieuwe Nieuwstraat 25-2, Amsterdam, Netherlands",52.3752673,4.8931375,centrum
Hoofdweg,373-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-373-1/43901612/,56,450000.0,8035.71,Amsterdam,Netherlands,"Hoofdweg 373-1, Amsterdam, Netherlands",52.3717142,4.8491099,erasmusbuurt
Haarlemmerstraat,79-b,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerstraat-79-b/43954782/,55,450000.0,8181.82,Amsterdam,Netherlands,"Haarlemmerstraat 79-b, Amsterdam, Netherlands",52.3803115,4.891495,centrum
Haarlemmerweg,185-1,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-185-1/43953201/,49,425000.0,8673.47,Amsterdam,Netherlands,"Haarlemmerweg 185-1, Amsterdam, Netherlands",52.3852935,4.8710663,staatsliedenbuurt
