street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon,neighborhood
Singel,99-a,https://www.funda.nl/detail/koop/amsterdam/appartement-singel-99-a/43837130/,33,375000.0,11363.64,Amsterdam,Netherlands,"Singel 99-a, Amsterdam, Netherlands",52.3758801,4.891339,centrum
Sanderijnstraat,3-1,https://www.funda.nl/detail/koop/amsterdam/appartement-sanderijnstraat-3-1/43058050/,57,400000.0,7017.54,Amsterdam,Netherlands,"Sanderijnstraat 3-1, Amsterdam, Netherlands",52.3765576,4.8508869,bos en lommer
Mercatorstraat,109-4,https://www.funda.nl/detail/koop/amsterdam/appartement-mercatorstraat-109-4/43948131/,47,435000.0,9255.32,Amsterdam,Netherlands,"Mercatorstraat 109-4, Amsterdam, Netherlands",52.3735724,4.8493634,erasmusbuurt
Marcantilaan,4,https://www.funda.nl/detail/koop/amsterdam/appartement-marcantilaan-4/43946551/,60,475000.0,7916.67,Amsterdam,Netherlands,"Marcantilaan 4, Amsterdam, Netherlands",52.375383,4.8676577,staatsliedenbuurt
Van Bossestraat,62-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-bossestraat-62-2/43946461/,43,385000.0,8953.49,Amsterdam,Netherlands,"Van Bossestraat 62-2, Amsterdam, Netherlands",52.3803676,4.8688323,staatsliedenbuurt
De Wittenkade,30-a,https://www.funda.nl/detail/koop/amsterdam/appartement-de-wittenkade-30-a/43945121/,41,375000.0,9146.34,Amsterdam,Netherlands,"De Wittenkade 30-a, Amsterdam, Netherlands",52.3845898,4.8787565,staatsliedenbuurt
Louise De Colignystraat,40-h,https://www.funda.nl/detail/koop/amsterdam/appartement-louise-de-colignystraat-40-h/43933187/,47,400000.0,8510.64,Amsterdam,Netherlands,"Louise De Colignystraat 40-h, Amsterdam, Netherlands",52.3807565,4.8572685,bos en lommer
Doggersbankstraat,1-1,https://www.funda.nl/detail/koop/amsterdam/appartement-doggersbankstraat-1-1/43932778/,49,425000.0,8673.47,Amsterdam,Netherlands,"Doggersbankstraat 1-1, Amsterdam, Netherlands",52.3840508,4.8503116,bos en lommer
Van Reigersbergenstraat,85-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-reigersbergenstraat-85-h/43930246/,45,399000.0,8866.67,Amsterdam,Netherlands,"Van Reigersbergenstraat 85-h, Amsterdam, Netherlands",52.3727867,4.8698907,frederik hendrik buurt
Hofwijckstraat,24-3,https://www.funda.nl/detail/koop/amsterdam/appartement-hofwijckstraat-24-3/43939804/,70,425000.0,6071.43,Amsterdam,Netherlands,"Hofwijckstraat 24-3, Amsterdam, Netherlands",52.379765,4.8505988,bos en lommer
Van Hogendorpstraat,141-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-141-3/43938735/,57,425000.0,7456.14,Amsterdam,Netherlands,"Van Hogendorpstraat 141-3, Amsterdam, Netherlands",52.3830133,4.8738395,staatsliedenbuurt
Tweede Boomdwarsstraat,6-d,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-boomdwarsstraat-6-d/43936090/,54,500000.0,9259.26,Amsterdam,Netherlands,"Tweede Boomdwarsstraat 6-d, Amsterdam, Netherlands",52.3788284,4.8829195,jordaan
Borgerstraat,220-1,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-220-1/43936085/,44,345000.0,7840.91,Amsterdam,Netherlands,"Borgerstraat 220-1, Amsterdam, Netherlands",52.3640407,4.8615796,amsterdam-west
Burgemeester Hogguerstraat,581,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-hogguerstraat-581/43936887/,91,435000.0,4780.22,Amsterdam,Netherlands,"Burgemeester Hogguerstraat 581, Amsterdam, Netherlands",52.3722437,4.829309,Unknown
Nieuwpoortstraat,94-c5,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwpoortstraat-94-c5/43935665/,49,375000.0,7653.06,Amsterdam,Netherlands,"Nieuwpoortstraat 94-c5, Amsterdam, Netherlands",52.3843156,4.8573793,bos en lommer
Lindengracht,158-3,https://www.funda.nl/detail/koop/amsterdam/appartement-lindengracht-158-3/43923608/,46,495000.0,10760.87,Amsterdam,Netherlands,"Lindengracht 158-3, Amsterdam, Netherlands",52.3803182,4.88431,jordaan
Van Speijkstraat,59-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-speijkstraat-59-3/43921897/,56,450000.0,8035.71,Amsterdam,Netherlands,"Van Speijkstraat 59-3, Amsterdam, Netherlands",52.3677298,4.8604197,baarsjes
Tweede Helmersstraat,41-h,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-helmersstraat-41-h/43920734/,59,500000.0,8474.58,Amsterdam,Netherlands,"Tweede Helmersstraat 41-h, Amsterdam, Netherlands",52.3643763,4.876625,amsterdam-west
Tijl Uilenspiegelstraat,5-2,https://www.funda.nl/detail/koop/amsterdam/appartement-tijl-uilenspiegelstraat-5-2/43927839/,52,395000.0,7596.15,Amsterdam,Netherlands,"Tijl Uilenspiegelstraat 5-2, Amsterdam, Netherlands",52.3784565,4.8514369,bos en lommer
Mercatorstraat,57-3,https://www.funda.nl/detail/koop/amsterdam/appartement-mercatorstraat-57-3/43926458/,49,400000.0,8163.27,Amsterdam,Netherlands,"Mercatorstraat 57-3, Amsterdam, Netherlands",52.3719529,4.8502227,erasmusbuurt
Egidiusstraat,109-h,https://www.funda.nl/detail/koop/amsterdam/appartement-egidiusstraat-109-h/43925936/,71,500000.0,7042.25,Amsterdam,Netherlands,"Egidiusstraat 109-h, Amsterdam, Netherlands",52.3797943,4.8511997,bos en lommer
Marnixstraat,394-1,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixstraat-394-1/43925897/,56,495000.0,8839.29,Amsterdam,Netherlands,"Marnixstraat 394-1, Amsterdam, Netherlands",52.3646891,4.8804087,Unknown
Singel,484-d,https://www.funda.nl/detail/koop/amsterdam/appartement-singel-484-d/43914804/,38,350000.0,9210.53,Amsterdam,Netherlands,"Singel 484-d, Amsterdam, Netherlands",52.3669739,4.8897892,centrum
Hoofdweg,271-h,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-271-h/43913265/,57,425000.0,7456.14,Amsterdam,Netherlands,"Hoofdweg 271-h, Amsterdam, Netherlands",52.3679067,4.8518572,baarsjes
Geuzenkade,73-1,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-73-1/43918443/,56,375000.0,6696.43,Amsterdam,Netherlands,"Geuzenkade 73-1, Amsterdam, Netherlands",52.3743075,4.8642334,erasmusbuurt
Juliana Van Stolbergstraat,52-3,https://www.funda.nl/detail/koop/amsterdam/appartement-juliana-van-stolbergstraat-52-3/43917724/,53,450000.0,8490.57,Amsterdam,Netherlands,"Juliana Van Stolbergstraat 52-3, Amsterdam, Netherlands",52.3810492,4.8563253,bos en lommer
Marnixkade,51-4,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixkade-51-4/43916485/,46,475000.0,10326.09,Amsterdam,Netherlands,"Marnixkade 51-4, Amsterdam, Netherlands",52.3801541,4.8795213,jordaan
Postjeskade,113-3,https://www.funda.nl/detail/koop/amsterdam/appartement-postjeskade-113-3/43903018/,59,470000.0,7966.1,Amsterdam,Netherlands,"Postjeskade 113-3, Amsterdam, Netherlands",52.36274,4.8502024,baarsjes
Bilderdijkstraat,192-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bilderdijkstraat-192-2/43900351/,58,499000.0,8603.45,Amsterdam,Netherlands,"Bilderdijkstraat 192-2, Amsterdam, Netherlands",52.3665121,4.8723389,amsterdam-west
Reinier Claeszenstraat,42-2,https://www.funda.nl/detail/koop/amsterdam/appartement-reinier-claeszenstraat-42-2/43900278/,51,425000.0,8333.33,Amsterdam,Netherlands,"Reinier Claeszenstraat 42-2, Amsterdam, Netherlands",52.3727443,4.8623578,erasmusbuurt
Orteliuskade,25-3,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliuskade-25-3/43909766/,56,499000.0,8910.71,Amsterdam,Netherlands,"Orteliuskade 25-3, Amsterdam, Netherlands",52.3664342,4.8501287,baarsjes
Lijnbaansgracht,213-3,https://www.funda.nl/detail/koop/amsterdam/appartement-lijnbaansgracht-213-3/43909628/,55,500000.0,9090.91,Amsterdam,Netherlands,"Lijnbaansgracht 213-3, Amsterdam, Netherlands",52.3670503,4.8798536,jordaan
Zaanstraat,32,https://www.funda.nl/detail/koop/amsterdam/appartement-zaanstraat-32/43908789/,40,375000.0,9375.0,Amsterdam,Netherlands,"Zaanstraat 32, Amsterdam, Netherlands",52.3874967,4.8796633,spaarndammerbuurt
Orteliuskade,30-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliuskade-30-2/43908527/,50,450000.0,9000.0,Amsterdam,Netherlands,"Orteliuskade 30-2, Amsterdam, Netherlands",52.3669542,4.8498873,baarsjes
Baffinstraat,13-2,https://www.funda.nl/detail/koop/amsterdam/appartement-baffinstraat-13-2/43907097/,49,350000.0,7142.86,Amsterdam,Netherlands,"Baffinstraat 13-2, Amsterdam, Netherlands",52.3685742,4.8543607,baarsjes
Marcantilaan,19,https://www.funda.nl/detail/koop/amsterdam/appartement-marcantilaan-19/43907675/,40,385000.0,9625.0,Amsterdam,Netherlands,"Marcantilaan 19, Amsterdam, Netherlands",52.3753758,4.8680821,staatsliedenbuurt
Wilhelminastraat,189-2,https://www.funda.nl/detail/koop/amsterdam/appartement-wilhelminastraat-189-2/43905917/,53,450000.0,8490.57,Amsterdam,Netherlands,"Wilhelminastraat 189-2, Amsterdam, Netherlands",52.3604339,4.85898,amsterdam-west
Egidiusstraat,10-3,https://www.funda.nl/detail/koop/amsterdam/appartement-egidiusstraat-10-3/43994035/,71,450000.0,6338.03,Amsterdam,Netherlands,"Egidiusstraat 10-3, Amsterdam, Netherlands",52.3782185,4.852468,bos en lommer
Witte De Withstraat,134-b3,https://www.funda.nl/detail/koop/amsterdam/appartement-witte-de-withstraat-134-b3/43990055/,30,325000.0,10833.33,Amsterdam,Netherlands,"Witte De Withstraat 134-b3, Amsterdam, Netherlands",52.3699345,4.8593859,baarsjes
Gloriantstraat,14-h,https://www.funda.nl/detail/koop/amsterdam/appartement-gloriantstraat-14-h/43990531/,49,450000.0,9183.67,Amsterdam,Netherlands,"Gloriantstraat 14-h, Amsterdam, Netherlands",52.3790765,4.8534419,bos en lommer
Juliana Van Stolbergstraat,34-2,https://www.funda.nl/detail/koop/amsterdam/appartement-juliana-van-stolbergstraat-34-2/43997074/,55,450000.0,8181.82,Amsterdam,Netherlands,"Juliana Van Stolbergstraat 34-2, Amsterdam, Netherlands",52.3813929,4.8568354,bos en lommer
Admiraal De Ruijterweg,257-4a,https://www.funda.nl/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-257-4a/43996287/,34,335000.0,9852.94,Amsterdam,Netherlands,"Admiraal De Ruijterweg 257-4a, Amsterdam, Netherlands",52.3785083,4.8569725,bos en lommer
Bloemstraat,79-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bloemstraat-79-2/43995866/,34,369000.0,10852.94,Amsterdam,Netherlands,"Bloemstraat 79-2, Amsterdam, Netherlands",52.3738195,4.8802017,jordaan
Haarlemmerweg,495-k,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-495-k/43983335/,50,390000.0,7800.0,Amsterdam,Netherlands,"Haarlemmerweg 495-k, Amsterdam, Netherlands",52.3848614,4.8567065,bos en lommer
Lijnbaansgracht,69-a2,https://www.funda.nl/detail/koop/amsterdam/appartement-lijnbaansgracht-69-a2/43983982/,42,425000.0,10119.05,Amsterdam,Netherlands,"Lijnbaansgracht 69-a2, Amsterdam, Netherlands",52.3770322,4.8789901,jordaan
Nova Zemblastraat,371,https://www.funda.nl/detail/koop/amsterdam/appartement-nova-zemblastraat-371/43989938/,55,395000.0,7181.82,Amsterdam,Netherlands,"Nova Zemblastraat 371, Amsterdam, Netherlands",52.3902475,4.8819088,spaarndammerbuurt
Karthuizersdwarsstraat,18-b,https://www.funda.nl/detail/koop/amsterdam/appartement-karthuizersdwarsstraat-18-b/43988273/,31,295000.0,9516.13,Amsterdam,Netherlands,"Karthuizersdwarsstraat 18-b, Amsterdam, Netherlands",52.3791443,4.88111,jordaan
Nieuwpoortstraat,86-b10,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwpoortstraat-86-b10/43985994/,49,375000.0,7653.06,Amsterdam,Netherlands,"Nieuwpoortstraat 86-b10, Amsterdam, Netherlands",52.3843019,4.8581132,bos en lommer
Geuzenstraat,45-h,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenstraat-45-h/43974611/,41,400000.0,9756.1,Amsterdam,Netherlands,"Geuzenstraat 45-h, Amsterdam, Netherlands",52.3719723,4.8645395,erasmusbuurt
Potgieterstraat,63-2,https://www.funda.nl/detail/koop/amsterdam/appartement-potgieterstraat-63-2/43961892/,51,375000.0,7352.94,Amsterdam,Netherlands,"Potgieterstraat 63-2, Amsterdam, Netherlands",52.3689829,4.8715939,amsterdam-west
Marnixstraat,48-1r,https://www.funda.nl/detail/koop/amsterdam/appartement-marnixstraat-48-1r/43968115/,92,485000.0,5271.74,Amsterdam,Netherlands,"Marnixstraat 48-1r, Amsterdam, Netherlands",52.3809572,4.8805163,jordaan
Haarlemmerweg,163-2,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-163-2/43968022/,57,475000.0,8333.33,Amsterdam,Netherlands,"Haarlemmerweg 163-2, Amsterdam, Netherlands",52.3852977,4.8720797,staatsliedenbuurt
Orteliusstraat,332-c,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-332-c/43959052/,28,300000.0,10714.29,Amsterdam,Netherlands,"Orteliusstraat 332-c, Amsterdam, Netherlands",52.3739624,4.8473965,erasmusbuurt
Hoofdweg,320-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-320-1/43957983/,55,400000.0,7272.73,Amsterdam,Netherlands,"Hoofdweg 320-1, Amsterdam, Netherlands",52.3708112,4.8501635,erasmusbuurt
Bilderdijkstraat,196-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bilderdijkstraat-196-1/43831600/,50,475000.0,9500.0,Amsterdam,Netherlands,"Bilderdijkstraat 196-1, Amsterdam, Netherlands",52.3664281,4.87242,amsterdam-west
Fagelstraat,30-2,https://www.funda.nl/detail/koop/amsterdam/appartement-fagelstraat-30-2/43827113/,46,395000.0,8586.96,Amsterdam,Netherlands,"Fagelstraat 30-2, Amsterdam, Netherlands",52.3806314,4.8778324,frederik hendrik buurt
Adriaan Van Bergenstraat,8-3,https://www.funda.nl/detail/koop/amsterdam/appartement-adriaan-van-bergenstraat-8-3/43806420/,63,449000.0,7126.98,Amsterdam,Netherlands,"Adriaan Van Bergenstraat 8-3, Amsterdam, Netherlands",52.3725539,4.8640041,erasmusbuurt
Kanaalstraat,160-2,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-160-2/43891947/,50,489000.0,9780.0,Amsterdam,Netherlands,"Kanaalstraat 160-2, Amsterdam, Netherlands",52.3613443,4.8594974,amsterdam-west
Jacob Van Lennepkade,404-1,https://www.funda.nl/detail/koop/amsterdam/appartement-jacob-van-lennepkade-404-1/43883665/,40,395000.0,9875.0,Amsterdam,Netherlands,"Jacob Van Lennepkade 404-1, Amsterdam, Netherlands",52.3622509,4.8592665,amsterdam-west
Baetostraat,4-3,https://www.funda.nl/detail/koop/amsterdam/appartement-baetostraat-4-3/43881093/,59,430000.0,7288.14,Amsterdam,Netherlands,"Baetostraat 4-3, Amsterdam, Netherlands",52.378812,4.8485396,bos en lommer
Van Spilbergenstraat,17-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-spilbergenstraat-17-2/43877641/,45,395000.0,8777.78,Amsterdam,Netherlands,"Van Spilbergenstraat 17-2, Amsterdam, Netherlands",52.3650044,4.8519956,baarsjes
Van Oldenbarneveldtstraat,98-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-oldenbarneveldtstraat-98-h/43052148/,46,425000.0,9239.13,Amsterdam,Netherlands,"Van Oldenbarneveldtstraat 98-h, Amsterdam, Netherlands",52.373827,4.8734754,frederik hendrik buurt
Elandsstraat,24-a,https://www.funda.nl/detail/koop/amsterdam/appartement-elandsstraat-24-a/43055026/,43,500000.0,11627.91,Amsterdam,Netherlands,"Elandsstraat 24-a, Amsterdam, Netherlands",52.3708135,4.8813079,jordaan
De Rijpgracht,33-1,https://www.funda.nl/detail/koop/amsterdam/appartement-de-rijpgracht-33-1/43923584/,48,425000.0,8854.17,Amsterdam,Netherlands,"De Rijpgracht 33-1, Amsterdam, Netherlands",52.3770709,4.8611315,erasmusbuurt
Balboastraat,25-1,https://www.funda.nl/detail/koop/amsterdam/appartement-balboastraat-25-1/43922662/,53,465000.0,8773.58,Amsterdam,Netherlands,"Balboastraat 25-1, Amsterdam, Netherlands",52.3688308,4.8534471,baarsjes
Haarlemmerstraat,79-c,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerstraat-79-c/43954701/,55,475000.0,8636.36,Amsterdam,Netherlands,"Haarlemmerstraat 79-c, Amsterdam, Netherlands",52.380296,4.8914828,centrum
Sloterdijkstraat,10-h,https://www.funda.nl/detail/koop/amsterdam/appartement-sloterdijkstraat-10-h/43829225/,41,375000.0,9146.34,Amsterdam,Netherlands,"Sloterdijkstraat 10-h, Amsterdam, Netherlands",52.3857917,4.8845005,houthavens
Rhijnvis Feithstraat,16-1,https://www.funda.nl/detail/koop/amsterdam/appartement-rhijnvis-feithstraat-16-1/43943851/,52,475000.0,9134.62,Amsterdam,Netherlands,"Rhijnvis Feithstraat 16-1, Amsterdam, Netherlands",52.3606682,4.8590798,amsterdam-west
Orteliusstraat,321-3,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-321-3/43930510/,56,475000.0,8482.14,Amsterdam,Netherlands,"Orteliusstraat 321-3, Amsterdam, Netherlands",52.3734955,4.8471493,erasmusbuurt
Amstelveenseweg,31-1,https://www.funda.nl/detail/koop/amsterdam/appartement-amstelveenseweg-31-1/43927068/,52,450000.0,8653.85,Amsterdam,Netherlands,"Amstelveenseweg 31-1, Amsterdam, Netherlands",52.3567828,4.8548222,Unknown
Filips Van Almondestraat,28-2,https://www.funda.nl/detail/koop/amsterdam/appartement-filips-van-almondestraat-28-2/43914820/,29,300000.0,10344.83,Amsterdam,Netherlands,"Filips Van Almondestraat 28-2, Amsterdam, Netherlands",52.3700894,4.8575287,baarsjes
Rozengracht,70-b,https://www.funda.nl/detail/koop/amsterdam/appartement-rozengracht-70-b/43913438/,40,385000.0,9625.0,Amsterdam,Netherlands,"Rozengracht 70-b, Amsterdam, Netherlands",52.373506,4.8803961,jordaan
Willem De Zwijgerlaan,334-f11,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-334-f11/43911400/,34,250000.0,7352.94,Amsterdam,Netherlands,"Willem De Zwijgerlaan 334-f11, Amsterdam, Netherlands",52.3809753,4.861092,bos en lommer
Harry Koningsbergerstraat,266,https://www.funda.nl/detail/koop/amsterdam/appartement-harry-koningsbergerstraat-266/43919936/,43,325000.0,7558.14,Amsterdam,Netherlands,"Harry Koningsbergerstraat 266, Amsterdam, Netherlands",52.384022,4.8379607,Unknown
Baarsjesweg,167-2,https://www.funda.nl/detail/koop/amsterdam/appartement-baarsjesweg-167-2/43902928/,48,450000.0,9375.0,Amsterdam,Netherlands,"Baarsjesweg 167-2, Amsterdam, Netherlands",52.3675033,4.8621257,baarsjes
Groen Van Prinstererstraat,52-3,https://www.funda.nl/detail/koop/amsterdam/appartement-groen-van-prinstererstraat-52-3/43909241/,35,350000.0,10000.0,Amsterdam,Netherlands,"Groen Van Prinstererstraat 52-3, Amsterdam, Netherlands",52.3831141,4.8721488,staatsliedenbuurt
Frederiksstraat,23-1,https://www.funda.nl/detail/koop/amsterdam/appartement-frederiksstraat-23-1/43907502/,41,399000.0,9731.71,Amsterdam,Netherlands,"Frederiksstraat 23-1, Amsterdam, Netherlands",52.3579912,4.8593759,Unknown
Jan Evertsenstraat,126-1,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-evertsenstraat-126-1/43906600/,58,480000.0,8275.86,Amsterdam,Netherlands,"Jan Evertsenstraat 126-1, Amsterdam, Netherlands",52.3704871,4.8520322,erasmusbuurt
Elandsgracht,97-h,https://www.funda.nl/detail/koop/amsterdam/appartement-elandsgracht-97-h/43993712/,48,450000.0,9375.0,Amsterdam,Netherlands,"Elandsgracht 97-h, Amsterdam, Netherlands",52.3689891,4.8793175,jordaan
Palmgracht,4-1,https://www.funda.nl/detail/koop/amsterdam/appartement-palmgracht-4-1/43991066/,48,460000.0,9583.33,Amsterdam,Netherlands,"Palmgracht 4-1, Amsterdam, Netherlands",52.3823671,4.8844367,jordaan
Lutonhof,365,https://www.funda.nl/detail/koop/amsterdam/appartement-lutonhof-365/43988160/,62,475000.0,7661.29,Amsterdam,Netherlands,"Lutonhof 365, Amsterdam, Netherlands",52.3863659,4.83614,slotervaart
Da Costastraat,101-2a,https://www.funda.nl/detail/koop/amsterdam/appartement-da-costastraat-101-2a/43973153/,24,250000.0,10416.67,Amsterdam,Netherlands,"Da Costastraat 101-2a, Amsterdam, Netherlands",52.3677583,4.8751322,amsterdam-west
Bloemgracht,41-b,https://www.funda.nl/detail/koop/amsterdam/appartement-bloemgracht-41-b/43978150/,65,500000.0,7692.31,Amsterdam,Netherlands,"Bloemgracht 41-b, Amsterdam, Netherlands",52.3747427,4.8816742,jordaan
Tweede Egelantiersdwarsstraat,18-b,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-egelantiersdwarsstraat-18-b/43978539/,49,450000.0,9183.67,Amsterdam,Netherlands,"Tweede Egelantiersdwarsstraat 18-b, Amsterdam, Netherlands",52.3765154,4.8821532,jordaan
Mercatorstraat,7-1,https://www.funda.nl/detail/koop/amsterdam/appartement-mercatorstraat-7-1/43975269/,49,400000.0,8163.27,Amsterdam,Netherlands,"Mercatorstraat 7-1, Amsterdam, Netherlands",52.3706614,4.850826,erasmusbuurt
Zocherstraat,40-1,https://www.funda.nl/detail/koop/amsterdam/appartement-zocherstraat-40-1/43838985/,51,485000.0,9509.8,Amsterdam,Netherlands,"Zocherstraat 40-1, Amsterdam, Netherlands",52.3573312,4.8565066,Unknown
Derde Hugo De Grootstraat,6-3,https://www.funda.nl/detail/koop/amsterdam/appartement-derde-hugo-de-grootstraat-6-3/43069029/,41,450000.0,10975.61,Amsterdam,Netherlands,"Derde Hugo De Grootstraat 6-3, Amsterdam, Netherlands",52.3736719,4.8729933,frederik hendrik buurt
Nieuwpoortstraat,94-c9,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwpoortstraat-94-c9/43930259/,49,400000.0,8163.27,Amsterdam,Netherlands,"Nieuwpoortstraat 94-c9, Amsterdam, Netherlands",52.3843072,4.8571892,bos en lommer
Nieuwe Leliestraat,28-1,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwe-leliestraat-28-1/43915611/,52,475000.0,9134.62,Amsterdam,Netherlands,"Nieuwe Leliestraat 28-1, Amsterdam, Netherlands",52.3758177,4.8829396,jordaan
Theophilusstraat,4-h,https://www.funda.nl/detail/koop/amsterdam/appartement-theophilusstraat-4-h/43980359/,43,382000.0,8883.72,Amsterdam,Netherlands,"Theophilusstraat 4-h, Amsterdam, Netherlands",52.3785369,4.8532132,bos en lommer
Jan Hanzenstraat,108-1a,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-hanzenstraat-108-1a/43973236/,25,365000.0,14600.0,Amsterdam,Netherlands,"Jan Hanzenstraat 108-1a, Amsterdam, Netherlands",52.3677468,4.8643255,amsterdam-west
Willem De Zwijgerlaan,58-3,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-58-3/43942668/,49,425000.0,8673.47,Amsterdam,Netherlands,"Willem De Zwijgerlaan 58-3, Amsterdam, Netherlands",52.3719962,4.863938,erasmusbuurt
Van Bossestraat,60-1,https://www.funda.nl/detail/koop/amsterdam/appartement-van-bossestraat-60-1/43912401/,37,375000.0,10135.14,Amsterdam,Netherlands,"Van Bossestraat 60-1, Amsterdam, Netherlands",52.3806905,4.8687258,staatsliedenbuurt
Bos En Lommerplantsoen,25-b,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-25-b/43991035/,29,250000.0,8620.69,Amsterdam,Netherlands,"Bos En Lommerplantsoen 25-b, Amsterdam, Netherlands",52.3765097,4.8443523,bos en lommer
Langestraat,54-b,https://www.funda.nl/detail/koop/amsterdam/appartement-langestraat-54-b/43990045/,47,395000.0,8404.26,Amsterdam,Netherlands,"Langestraat 54-b, Amsterdam, Netherlands",52.3778857,4.8916395,centrum
Harry Koningsbergerstraat,146,https://www.funda.nl/detail/koop/amsterdam/appartement-harry-koningsbergerstraat-146/43984201/,43,350000.0,8139.53,Amsterdam,Netherlands,"Harry Koningsbergerstraat 146, Amsterdam, Netherlands",52.384057,4.8379597,Unknown
Bos En Lommerplantsoen,105-e,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-105-e/43871350/,30,269000.0,8966.67,Amsterdam,Netherlands,"Bos En Lommerplantsoen 105-e, Amsterdam, Netherlands",52.3758446,4.8443539,bos en lommer
Van Walbeeckstraat,32-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-walbeeckstraat-32-3/43060197/,61,475000.0,7786.89,Amsterdam,Netherlands,"Van Walbeeckstraat 32-3, Amsterdam, Netherlands",52.3607501,4.8512692,baarsjes
Van Walbeeckstraat,32-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-walbeeckstraat-32-2/43060193/,61,465000.0,7622.95,Amsterdam,Netherlands,"Van Walbeeckstraat 32-2, Amsterdam, Netherlands",52.36075,4.851269,baarsjes
Rinus Michelslaan,249,https://www.funda.nl/detail/koop/amsterdam/appartement-rinus-michelslaan-249/43054529/,52,470000.0,9038.46,Amsterdam,Netherlands,"Rinus Michelslaan 249, Amsterdam, Netherlands",52.3731808,4.8384511,slotervaart
Rozengracht,214-a2,https://www.funda.nl/detail/koop/amsterdam/appartement-rozengracht-214-a2/43056408/,39,349000.0,8948.72,Amsterdam,Netherlands,"Rozengracht 214-a2, Amsterdam, Netherlands",52.3726286,4.8769699,jordaan
Lijnbaansgracht,84-1,https://www.funda.nl/detail/koop/amsterdam/appartement-lijnbaansgracht-84-1/43946728/,47,415000.0,8829.79,Amsterdam,Netherlands,"Lijnbaansgracht 84-1, Amsterdam, Netherlands",52.3756622,4.8781246,jordaan
Grote Bickersstraat,67-1,https://www.funda.nl/detail/koop/amsterdam/appartement-grote-bickersstraat-67-1/43911608/,52,457500.0,8798.08,Amsterdam,Netherlands,"Grote Bickersstraat 67-1, Amsterdam, Netherlands",52.3853437,4.8890887,houthavens
Frederik Hendrikplantsoen,108-2,https://www.funda.nl/detail/koop/amsterdam/appartement-frederik-hendrikplantsoen-108-2/43056394/,66,485000.0,7348.48,Amsterdam,Netherlands,"Frederik Hendrikplantsoen 108-2, Amsterdam, Netherlands",52.3784167,4.8749206,frederik hendrik buurt
Elandsgracht,59-2v,https://www.funda.nl/detail/koop/amsterdam/appartement-elandsgracht-59-2v/43932140/,33,350000.0,10606.06,Amsterdam,Netherlands,"Elandsgracht 59-2v, Amsterdam, Netherlands",52.3693412,4.8803926,jordaan
Lucellestraat,38-h,https://www.funda.nl/detail/koop/amsterdam/appartement-lucellestraat-38-h/43066298/,50,445000.0,8900.0,Amsterdam,Netherlands,"Lucellestraat 38-h, Amsterdam, Netherlands",52.379886,4.8495108,bos en lommer
