python_file,url,full_adres,city,price,area,num_rooms,available,street,number_extension,full_address_processed,full_address_streets,latitude,longitude
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Hollywoodlaan-110-ALMERE/716/,Hollywoodlaan 110 in Almere,Almere,425000.0,126.0,5.0,Beschikbaar,Hollywoodlaan,110,Hollywoodlaan 110 Almere,Hollywoodlaan Almere,52.3695484,5.2319502
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Elburgkade-100-ALMERE/718/,Elburgkade 100 in Almere,Almere,325000.0,75.0,4.0,Beschikbaar,Elburgkade,100,Elburgkade 100 Almere,Elburgkade Almere,52.3637607,5.2120761
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Nachtegaalstraat-79-AMSTERDAM/722/,Nachtegaalstraat 79 in Amsterdam,Amsterdam,575000.0,88.0,4.0,Beschikbaar,Nachtegaalstraat,79,Nachtegaalstraat 79 Amsterdam,Nachtegaalstraat Amsterdam,52.3847865,4.9131987
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/1e-Kekerstraat-41-AMSTERDAM/724/,1e Kekerstraat 41 in Amsterdam,Amsterdam,400000.0,94.0,3.0,Beschikbaar,,1e Kekerstraat 41,1e Kekerstraat 41 Amsterdam,Amsterdam,52.3141525,4.9810156
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/De-Lepelaar-6-DRONTEN/668/,De Lepelaar 6 in Dronten,Dronten,395000.0,355.0,5.0,Beschikbaar,De Lepelaar,6,De Lepelaar 6 Dronten,De Lepelaar Dronten,52.5192436,5.7292306
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Fellinilaan-144-ALMERE/715/,Fellinilaan 144 in Almere,Almere,550000.0,129.0,3.0,Beschikbaar,Fellinilaan,144,Fellinilaan 144 Almere,Fellinilaan Almere,52.360959,5.2373293
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Koning-Willem-Alexanderplein-121-DRONTEN/676/,Koning Willem-Alexanderplein 121 in Dronten,Dronten,250000.0,39.0,1.0,Beschikbaar,Koning Willem-Alexanderplein,121,Koning Willem-Alexanderplein 121 Dronten,Koning Willem-Alexanderplein Dronten,52.5341545,5.7190634
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Groenlandstraat-45-DRONTEN/666/,Groenlandstraat 45 in Dronten,Dronten,300000.0,225.0,4.0,Beschikbaar,Groenlandstraat,45,Groenlandstraat 45 Dronten,Groenlandstraat Dronten,52.5227262,5.7233186
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Smidshamer-68-DRONTEN/672/,Smidshamer 68 in Dronten,Dronten,369500.0,130.0,5.0,Beschikbaar,Smidshamer,68,Smidshamer 68 Dronten,Smidshamer Dronten,52.5374686,5.6841398
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Zomer-72-DRONTEN/670/,Zomer 72 in Dronten,Dronten,600000.0,912.0,6.0,Beschikbaar,Zomer,72,Zomer 72 Dronten,Zomer Dronten,52.505957,5.7144874
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Poortwachterstraat-10-ZWOLLE/684/,Poortwachterstraat 10 in Zwolle,Zwolle,574500.0,257.0,6.0,Beschikbaar,Poortwachterstraat,10,Poortwachterstraat 10 Zwolle,Poortwachterstraat Zwolle,52.5315543,6.0654956
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Marktgracht-98-ALMERE/704/,Marktgracht 98 in Almere,Almere,304170.0,774.0,2.0,Beschikbaar,Marktgracht,98,Marktgracht 98 Almere,Marktgracht Almere,52.3360826,5.218311
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Herfst-35-DRONTEN/674/,Herfst 35 in Dronten,Dronten,639500.0,788.0,6.0,Beschikbaar,Herfst,35,Herfst 35 Dronten,Herfst Dronten,52.5041555,5.7223388
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Thomsonstraat-224-DRONTEN/677/,Thomsonstraat 224 in Dronten,Dronten,239500.0,231.0,3.0,Beschikbaar,Thomsonstraat,224,Thomsonstraat 224 Dronten,Thomsonstraat Dronten,52.5142061,5.7213987
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Gors-45-LELYSTAD/680/,Gors 45 in Lelystad,Lelystad,375000.0,382.0,4.0,Beschikbaar,Gors,45,Gors 45 Lelystad,Gors Lelystad,52.5127856,5.4844339
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Gipskruidweg-221-ALMERE/686/,Gipskruidweg 221 in Almere,Almere,415000.0,154.0,5.0,Beschikbaar,Gipskruidweg,221,Gipskruidweg 221 Almere,Gipskruidweg Almere,52.3819066,5.1948063
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Marktgracht-88-ALMERE/701/,Marktgracht 88 in Almere,Almere,295073.0,42.0,2.0,Beschikbaar,Marktgracht,88,Marktgracht 88 Almere,Marktgracht Almere,52.3360826,5.218311
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Marktgracht-94-ALMERE/703/,Marktgracht 94 in Almere,Almere,260604.0,774.0,2.0,Beschikbaar,Marktgracht,94,Marktgracht 94 Almere,Marktgracht Almere,52.3360826,5.218311
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Cissy-van-Marxveldtstraat-26-ALMERE/714/,Cissy van Marxveldtstraat 26 in Almere,Almere,650000.0,350.0,5.0,Beschikbaar,Cissy van Marxveldtstraat,26,Cissy van Marxveldtstraat 26 Almere,Cissy van Marxveldtstraat Almere,52.3549279,5.1911206
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Klaproos-51-LELYSTAD/681/,Klaproos 51 in Lelystad,Lelystad,435000.0,192.0,5.0,Beschikbaar,Klaproos,51,Klaproos 51 Lelystad,Klaproos Lelystad,52.4892056,5.4452307
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Koning-Willem-Alexanderplein-127-DRONTEN/671/,Koning Willem-Alexanderplein 127 in Dronten,Dronten,325000.0,65.0,2.0,Beschikbaar,Koning Willem-Alexanderplein,127,Koning Willem-Alexanderplein 127 Dronten,Koning Willem-Alexanderplein Dronten,52.5341547,5.718957
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Willem-Mulierhof-4-AMSTERDAM/721/,Willem Mulierhof 4 in Amsterdam,Amsterdam,410000.0,99.0,4.0,Beschikbaar,Willem Mulierhof,4,Willem Mulierhof 4 Amsterdam,Willem Mulierhof Amsterdam,52.3744227,4.7933765
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Sijsjesstraat-18-AMSTERDAM/723/,Sijsjesstraat 18 in Amsterdam,Amsterdam,500000.0,66.0,2.0,Beschikbaar,Sijsjesstraat,18,Sijsjesstraat 18 Amsterdam,Sijsjesstraat Amsterdam,52.3861615,4.9176641
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Merlijnplantsoen-32-ALMERE/663/,Merlijnplantsoen 32 in Almere,Almere,500000.0,142.0,6.0,Beschikbaar,Merlijnplantsoen,32,Merlijnplantsoen 32 Almere,Merlijnplantsoen Almere,52.3560574,5.1456389
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/IJburglaan-1464-AMSTERDAM/664/,IJburglaan 1464 in Amsterdam,Amsterdam,599000.0,111.0,3.0,Beschikbaar,IJburglaan,1464,IJburglaan 1464 Amsterdam,IJburglaan Amsterdam,52.3523331,4.999982
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Polanenstraat-105-AMSTERDAM/665/,Polanenstraat 105 in Amsterdam,Amsterdam,560000.0,83.0,4.0,Beschikbaar,Polanenstraat,105,Polanenstraat 105 Amsterdam,Polanenstraat Amsterdam,52.3895713,4.8772157
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Van-Noordtstraat-9M-AMSTERDAM/720/,Van Noordtstraat 9-M in Amsterdam,Amsterdam,315000.0,31.0,1.0,Beschikbaar,Van Noordtstraat,9-M,Van Noordtstraat 9-M Amsterdam,Van Noordtstraat Amsterdam,52.3890449,4.8801412
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Polenstraat-292-ALMERE/600/,Polenstraat 292 in Almere,Almere,300000.0,57.0,2.0,Beschikbaar,Polenstraat,292,Polenstraat 292 Almere,Polenstraat Almere,52.3488823,5.1551169
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Louis-Davidsstraat-15-AMSTERDAM/658/,Louis Davidsstraat 15 in Amsterdam,Amsterdam,385000.0,71.0,3.0,Beschikbaar,Louis Davidsstraat,15,Louis Davidsstraat 15 Amsterdam,Louis Davidsstraat Amsterdam,52.3535147,4.8092299
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Haarlemmerweg-485D-AMSTERDAM/524/,Haarlemmerweg 485-D in Amsterdam,Amsterdam,400000.0,56.0,2.0,Beschikbaar,Haarlemmerweg,485-D,Haarlemmerweg 485-D Amsterdam,Haarlemmerweg Amsterdam,52.3848754,4.8578074
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Darja-Collinstraat-7-ALMERE/586/,Darja Collinstraat 7 in Almere,Almere,392500.0,128.0,5.0,Beschikbaar,Darja Collinstraat,7,Darja Collinstraat 7 Almere,Darja Collinstraat Almere,52.3631787,5.2574904
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Karel-Appelstraat-58-DRONTEN/608/,Karel Appelstraat 58 in Dronten,Dronten,569500.0,301.0,4.0,Beschikbaar,Karel Appelstraat,58,Karel Appelstraat 58 Dronten,Karel Appelstraat Dronten,52.5342158,5.6871449
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Salsastraat-149-ALMERE/587/,Salsastraat 149 in Almere,Almere,370000.0,87.0,3.0,Beschikbaar,Salsastraat,149,Salsastraat 149 Almere,Salsastraat Almere,52.3654303,5.2552001
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Hogevecht-30-AMSTERDAM/640/,Hogevecht 30 in Amsterdam,Amsterdam,325000.0,92.0,4.0,Beschikbaar,Hogevecht,30,Hogevecht 30 Amsterdam,Hogevecht Amsterdam,52.3097818,4.9574465
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Postjesweg-168-AMSTERDAM/653/,Postjesweg 168 in Amsterdam,Amsterdam,599000.0,110.0,2.0,Beschikbaar,Postjesweg,168,Postjesweg 168 Amsterdam,Postjesweg Amsterdam,52.3644139,4.8355986
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Liendenhof-241-AMSTERDAM/659/,Liendenhof 241 in Amsterdam,Amsterdam,400000.0,97.0,3.0,Beschikbaar,Liendenhof,241,Liendenhof 241 Amsterdam,Liendenhof Amsterdam,52.3081603,4.9817888
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Arondeusstraat-19-AMSTERDAM/636/,Arondeusstraat 19 in Amsterdam,Amsterdam,500000.0,91.0,5.0,Beschikbaar,Arondeusstraat,19,Arondeusstraat 19 Amsterdam,Arondeusstraat Amsterdam,52.3826165,4.8259325
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/John-Franklinstraat-27H-AMSTERDAM/641/,John Franklinstraat 27-H in Amsterdam,Amsterdam,475000.0,55.0,3.0,Beschikbaar,John Franklinstraat,27-H,John Franklinstraat 27-H Amsterdam,John Franklinstraat Amsterdam,52.3716373,4.8539854
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Van-Spilbergenstraat-742-AMSTERDAM/644/,Van Spilbergenstraat 74-2 in Amsterdam,Amsterdam,350000.0,120.0,3.0,Beschikbaar,Van Spilbergenstraat,74-2,Van Spilbergenstraat 74-2 Amsterdam,Van Spilbergenstraat Amsterdam,52.3663886,4.8520231
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Koraalstraat-26-SWIFTERBANT/603/,Koraalstraat 26 in Swifterbant,Swifterbant,375000.0,396.0,7.0,Beschikbaar,Koraalstraat,26,Koraalstraat 26 Swifterbant,Koraalstraat Swifterbant,52.5704361,5.6390917
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Karveel-55-4-LELYSTAD/36/,Karveel 55 4 in Lelystad,Lelystad,350000.0,152.0,5.0,Beschikbaar,Karveel,55 4,Karveel 55 4 Lelystad,Karveel Lelystad,52.5228474,5.4537933
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Eaglelaan-11-ALMERE/595/,Eaglelaan 11 in Almere,Almere,1250000.0,1050.0,5.0,Beschikbaar,Eaglelaan,11,Eaglelaan 11 Almere,Eaglelaan Almere,52.3464395,5.2991771
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Jupiterweg-5-DRONTEN/615/,Jupiterweg 5 in Dronten,Dronten,875000.0,1206.0,8.0,Beschikbaar,Jupiterweg,5,Jupiterweg 5 Dronten,Jupiterweg Dronten,52.522265,5.7094073
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Fannius-Scholtenstraat-863-AMSTERDAM/650/,Fannius Scholtenstraat 86-3 in Amsterdam,Amsterdam,440000.0,54.0,2.0,Beschikbaar,Fannius Scholtenstraat,86-3,Fannius Scholtenstraat 86-3 Amsterdam,Fannius Scholtenstraat Amsterdam,52.3826692,4.8752825
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Oosteinderweg-5-WOGNUM/660/,Oosteinderweg 5 in Wognum,Wognum,695000.0,423.0,6.0,Beschikbaar,Oosteinderweg,5,Oosteinderweg 5 Wognum,Oosteinderweg Wognum,52.6809501,5.0285719
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Piccolostraat-69-ALMERE/574/,Piccolostraat 69 in Almere,Almere,365000.0,92.0,3.0,Beschikbaar,Piccolostraat,69,Piccolostraat 69 Almere,Piccolostraat Almere,52.3714261,5.1829817
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Dukaat-62-DRONTEN/623/,Dukaat 62 in Dronten,Dronten,500000.0,366.0,6.0,Beschikbaar,Dukaat,62,Dukaat 62 Dronten,Dukaat Dronten,52.531041,5.7077766
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Hoofdweg-4143-AMSTERDAM/657/,Hoofdweg 414-3 in Amsterdam,Amsterdam,430000.0,54.0,4.0,Beschikbaar,Hoofdweg,414-3,Hoofdweg 414-3 Amsterdam,Hoofdweg Amsterdam,52.3737075,4.8486603
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Rhijnvis-Feithlaan-38-G23-0ong-ZWOLLE/662/,Rhijnvis Feithlaan 38 G23 0-ong in Zwolle,Zwolle,175.0,780.0,,Beschikbaar,Rhijnvis Feithlaan,38 G23 0-ong,Rhijnvis Feithlaan 38 G23 0-ong Zwolle,Rhijnvis Feithlaan Zwolle,,
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Hertspieghelweg-163-AMSTERDAM/654/,Hertspieghelweg 16-3 in Amsterdam,Amsterdam,415000.0,49.0,3.0,Beschikbaar,Hertspieghelweg,16-3,Hertspieghelweg 16-3 Amsterdam,Hertspieghelweg Amsterdam,52.3803927,4.8522656
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Bijsselseweg-11126-BIDDINGHUIZEN/606/,Bijsselseweg 11-126 in Biddinghuizen,Biddinghuizen,265000.0,196.0,4.0,Beschikbaar,Bijsselseweg,11-126,Bijsselseweg 11-126 Biddinghuizen,Bijsselseweg Biddinghuizen,52.4222018,5.7535678
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Zandbank-98-LELYSTAD/629/,Zandbank 98 in Lelystad,Lelystad,350000.0,164.0,5.0,Beschikbaar,Zandbank,98,Zandbank 98 Lelystad,Zandbank Lelystad,52.5151266,5.4838205
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Kolfschotenstraat-310-AMSTERDAM/639/,Kolfschotenstraat 310 in Amsterdam,Amsterdam,275000.0,53.0,2.0,Beschikbaar,Kolfschotenstraat,310,Kolfschotenstraat 310 Amsterdam,Kolfschotenstraat Amsterdam,52.3157959,4.9677282
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Bijsselseweg-11128-BIDDINGHUIZEN/602/,Bijsselseweg 11-128 in Biddinghuizen,Biddinghuizen,125000.0,149.0,5.0,Beschikbaar,Bijsselseweg,11-128,Bijsselseweg 11-128 Biddinghuizen,Bijsselseweg Biddinghuizen,52.4219793,5.7533495
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Jan-van-der-Neuthof-8-AMSTERDAM/637/,Jan van der Neuthof 8 in Amsterdam,Amsterdam,435000.0,106.0,5.0,Beschikbaar,Jan van der Neuthof,8,Jan van der Neuthof 8 Amsterdam,Jan van der Neuthof Amsterdam,52.29773,4.9910755
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Elckerlijcstraat-63-AMSTERDAM/652/,Elckerlijcstraat 63 in Amsterdam,Amsterdam,595000.0,86.0,3.0,Beschikbaar,Elckerlijcstraat,63,Elckerlijcstraat 63 Amsterdam,Elckerlijcstraat Amsterdam,52.3764273,4.847922
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Van-Beuningenstraat-65-AMSTERDAM/648/,Van Beuningenstraat 65 in Amsterdam,Amsterdam,575000.0,85.0,3.0,Beschikbaar,Van Beuningenstraat,65,Van Beuningenstraat 65 Amsterdam,Van Beuningenstraat Amsterdam,52.3844601,4.877862
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Breukelengracht-45-ALMERE/578/,Breukelengracht 45 in Almere,Almere,385000.0,182.0,5.0,Beschikbaar,Breukelengracht,45,Breukelengracht 45 Almere,Breukelengracht Almere,52.3622821,5.2053115
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Koetsierbaan-331-ALMERE/590/,Koetsierbaan 331 in Almere,Almere,400000.0,102.0,3.0,Beschikbaar,Koetsierbaan,331,Koetsierbaan 331 Almere,Koetsierbaan Almere,52.3669208,5.2160585
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Kop-van-Het-Ruim-93-DRONTEN/618/,Kop van Het Ruim 93 in Dronten,Dronten,325000.0,104.0,3.0,Beschikbaar,Kop van Het Ruim,93,Kop van Het Ruim 93 Dronten,Kop van Het Ruim Dronten,52.5253372,5.7197
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Bijsselseweg-3147-BIDDINGHUIZEN/621/,Bijsselseweg 3-147 in Biddinghuizen,Biddinghuizen,175000.0,227.0,4.0,Beschikbaar,Bijsselseweg,3-147,Bijsselseweg 3-147 Biddinghuizen,Bijsselseweg Biddinghuizen,52.4226275,5.7487054
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Beukenhof-33-ZEEWOLDE/596/,Beukenhof 33 in Zeewolde,Zeewolde,500000.0,154.0,5.0,Beschikbaar,Beukenhof,33,Beukenhof 33 Zeewolde,Beukenhof Zeewolde,52.3408987,5.5304488
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Sean-MacBridestraat-12-AMSTERDAM/632/,Sean MacBridestraat 12 in Amsterdam,Amsterdam,525000.0,105.0,4.0,Beschikbaar,Sean MacBridestraat,12,Sean MacBridestraat 12 Amsterdam,Sean MacBridestraat Amsterdam,52.318661,4.96004
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Wijnrank-1-DRONTEN/622/,Wijnrank 1 in Dronten,Dronten,395000.0,188.0,4.0,Beschikbaar,Wijnrank,1,Wijnrank 1 Dronten,Wijnrank Dronten,52.5389239,5.6839893
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Mandarijnenstraat-181-AMSTERDAM/642/,Mandarijnenstraat 18-1 in Amsterdam,Amsterdam,335000.0,42.0,2.0,Beschikbaar,Mandarijnenstraat,18-1,Mandarijnenstraat 18-1 Amsterdam,Mandarijnenstraat Amsterdam,52.4096835,4.8958254
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Hofmark-99-ALMERE/558/,Hofmark 99 in Almere,Almere,375000.0,199.0,6.0,Beschikbaar,Hofmark,99,Hofmark 99 Almere,Hofmark Almere,52.3445838,5.2298898
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Voorthuizenstraat-40-AMSTERDAM/647/,Voorthuizenstraat 40 in Amsterdam,Amsterdam,335000.0,75.0,3.0,Beschikbaar,Voorthuizenstraat,40,Voorthuizenstraat 40 Amsterdam,Voorthuizenstraat Amsterdam,52.2985017,4.9854246
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Zuidsingel-118-SWIFTERBANT/547/,Zuidsingel 118 in Swifterbant,Swifterbant,575000.0,194.0,4.0,Beschikbaar,Zuidsingel,118,Zuidsingel 118 Swifterbant,Zuidsingel Swifterbant,52.5708984,5.6436954
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Koetsierbaan-283-ALMERE/550/,Koetsierbaan 283 in Almere,Almere,465000.0,128.0,4.0,Beschikbaar,Koetsierbaan,283,Koetsierbaan 283 Almere,Koetsierbaan Almere,52.3668113,5.2170462
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Torenmeesterstraat-22-ZWOLLE/271/,Torenmeesterstraat 22 in Zwolle,Zwolle,339500.0,118.0,4.0,Beschikbaar,Torenmeesterstraat,22,Torenmeesterstraat 22 Zwolle,Torenmeesterstraat Zwolle,52.5309255,6.0669627
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Wethouder-Insingerstraat-15-AMSTERDAM/540/,Wethouder Insingerstraat 15 in Amsterdam,Amsterdam,290000.0,55.0,2.0,Beschikbaar,Wethouder Insingerstraat,15,Wethouder Insingerstraat 15 Amsterdam,Wethouder Insingerstraat Amsterdam,52.2921593,4.9862441
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Chagallweg-77-ALMERE/326/,Chagallweg 77 in Almere,Almere,925000.0,775.0,6.0,Beschikbaar,Chagallweg,77,Chagallweg 77 Almere,Chagallweg Almere,52.3755116,5.2718962
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Gemaalpad-3-ZWOLLE/272/,Gemaalpad 3 in Zwolle,Zwolle,480000.0,142.0,5.0,Beschikbaar,Gemaalpad,3,Gemaalpad 3 Zwolle,Gemaalpad Zwolle,52.5255662,6.0639234
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Westerdoksdijk-433-AMSTERDAM/512/,Westerdoksdijk 433 in Amsterdam,Amsterdam,1299000.0,186.0,5.0,Beschikbaar,Westerdoksdijk,433,Westerdoksdijk 433 Amsterdam,Westerdoksdijk Amsterdam,52.3855485,4.8929052
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Ondernemingsweg-4-DRONTEN/433/,Ondernemingsweg 4 in Dronten,Dronten,850000.0,825.0,6.0,Beschikbaar,Ondernemingsweg,4,Ondernemingsweg 4 Dronten,Ondernemingsweg Dronten,52.535215,5.7320368
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Marktgracht-134-ALMERE/331/,Marktgracht 134 in Almere,Almere,425795.0,63.0,3.0,Beschikbaar,Marktgracht,134,Marktgracht 134 Almere,Marktgracht Almere,52.3360826,5.218311
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Marktgracht-132-ALMERE/332/,Marktgracht 132 in Almere,Almere,309364.0,45.0,2.0,Beschikbaar,Marktgracht,132,Marktgracht 132 Almere,Marktgracht Almere,52.3360826,5.218311
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Burgemeester-Van-Leeuwenlaan-162-AMSTERDAM/508/,Burgemeester Van Leeuwenlaan 162 in Amsterdam,Amsterdam,430000.0,91.0,4.0,Beschikbaar,Burgemeester Van Leeuwenlaan,162,Burgemeester Van Leeuwenlaan 162 Amsterdam,Burgemeester Van Leeuwenlaan Amsterdam,52.3817232,4.8139294
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/IJburglaan-449-AMSTERDAM/486/,IJburglaan 449 in Amsterdam,Amsterdam,42500.0,,,Beschikbaar,IJburglaan,449,IJburglaan 449 Amsterdam,IJburglaan Amsterdam,52.3620561,4.9833371
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Wijnkopersgilde-14-DRONTEN/407/,Wijnkopersgilde 14 in Dronten,Dronten,995000.0,775.0,6.0,Beschikbaar,Wijnkopersgilde,14,Wijnkopersgilde 14 Dronten,Wijnkopersgilde Dronten,52.537219,5.6921571
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Winthontstraat-1P450-AMSTERDAM/444/,Winthontstraat 1-P450 in Amsterdam,Amsterdam,50000.0,,,Beschikbaar,Winthontstraat,1-P450,Winthontstraat 1-P450 Amsterdam,Winthontstraat Amsterdam,,
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Winthontstraat-1-AMSTERDAM/454/,Winthontstraat 1 in Amsterdam,Amsterdam,90000.0,,,Beschikbaar,Winthontstraat,1,Winthontstraat 1 Amsterdam,Winthontstraat Amsterdam,52.3842956,4.8920528
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Katwoudestraat-1-LELYSTAD/19/,Katwoudestraat 1 in Lelystad,Lelystad,880000.0,630.0,11.0,Beschikbaar,Katwoudestraat,1,Katwoudestraat 1 Lelystad,Katwoudestraat Lelystad,52.4971374,5.4090229
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Assendorperstraat-194B-ZWOLLE/256/,Assendorperstraat 194-B in Zwolle,Zwolle,985.0,47.0,2.0,Beschikbaar,Assendorperstraat,194-B,Assendorperstraat 194-B Zwolle,Assendorperstraat Zwolle,52.5029874,6.1052889
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Johan-van-der-Keukenstraat-104-0ong-AMSTERDAM/443/,Johan van der Keukenstraat 104 0-ong in Amsterdam,Amsterdam,22500.0,,,Beschikbaar,Johan van der Keukenstraat,104 0-ong,Johan van der Keukenstraat 104 0-ong Amsterdam,Johan van der Keukenstraat Amsterdam,,
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/De-Helling-9E-DRONTEN/363/,De Helling 9-E in Dronten,Dronten,1175.0,108.0,3.0,Beschikbaar,De Helling,9-E,De Helling 9-E Dronten,De Helling Dronten,52.526033,5.7183349
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/De-Haflinger-28-DRONTEN/359/,De Haflinger 28 in Dronten,Dronten,1500.0,280.0,4.0,Beschikbaar,De Haflinger,28,De Haflinger 28 Dronten,De Haflinger Dronten,52.5123944,5.7103074
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Kuiperstraat-3C-DRONTEN/361/,Kuiperstraat 3-C in Dronten,Dronten,125.0,38.0,,Beschikbaar,Kuiperstraat,3-C,Kuiperstraat 3-C Dronten,Kuiperstraat Dronten,52.526354,5.7227059
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Kuiperstraat-3A-DRONTEN/360/,Kuiperstraat 3-A in Dronten,Dronten,100.0,42.0,,Beschikbaar,Kuiperstraat,3-A,Kuiperstraat 3-A Dronten,Kuiperstraat Dronten,52.5264075,5.722718
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Binnen-Brouwersstraat-27-AMSTERDAM/442/,Binnen Brouwersstraat 27 in Amsterdam,Amsterdam,750000.0,74.0,3.0,Beschikbaar,Binnen Brouwersstraat,27,Binnen Brouwersstraat 27 Amsterdam,Binnen Brouwersstraat Amsterdam,52.3799755,4.8906323
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/De-Oeverloper-177C-DRONTEN/358/,De Oeverloper 177-C in Dronten,Dronten,125.0,17.0,,Beschikbaar,De Oeverloper,177-C,De Oeverloper 177-C Dronten,De Oeverloper Dronten,52.5288714,5.7252675
vanderlinde.py,https://www.vanderlinden.nl/koopwoning/Palestrinalaan-150-ZWOLLE/225/,Palestrinalaan 150 in Zwolle,Zwolle,836.0,2440.0,2.0,Beschikbaar,Palestrinalaan,150,Palestrinalaan 150 Zwolle,Palestrinalaan Zwolle,52.5300145,6.0857217
