street_name,number,url,m2,price,price/m2,city,country,full_address,lat,lon
Postjeskade,33-1,https://www.funda.nl/detail/koop/amsterdam/appartement-postjeskade-33-1/43914212/,54,375000.0,6944.44,Amsterdam,Netherlands,"Postjeskade 33-1, Amsterdam, Netherlands",52.3635172,4.8550379
Bos En Lommerweg,165-c,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerweg-165-c/43914925/,70,475000.0,6785.71,Amsterdam,Netherlands,"Bos En Lommerweg 165-c, Amsterdam, Netherlands",52.3809367,4.855402
Rinus Michelslaan,227,https://www.funda.nl/detail/koop/amsterdam/appartement-rinus-michelslaan-227/43913610/,45,350000.0,7777.78,Amsterdam,Netherlands,"Rinus Michelslaan 227, Amsterdam, Netherlands",52.3733066,4.8385488
Rinus Michelslaan,199,https://www.funda.nl/detail/koop/amsterdam/appartement-rinus-michelslaan-199/43913578/,51,430000.0,8431.37,Amsterdam,Netherlands,"Rinus Michelslaan 199, Amsterdam, Netherlands",52.3732211,4.8385406
Van Hogendorpstraat,193-4,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-193-4/43911420/,33,335000.0,10151.52,Amsterdam,Netherlands,"Van Hogendorpstraat 193-4, Amsterdam, Netherlands",52.3826076,4.8715382
Wilhelminastraat,93-1,https://www.funda.nl/detail/koop/amsterdam/appartement-wilhelminastraat-93-1/43910047/,54,495000.0,9166.67,Amsterdam,Netherlands,"Wilhelminastraat 93-1, Amsterdam, Netherlands",52.3615141,4.8633712
Ten Katestraat,28-1,https://www.funda.nl/detail/koop/amsterdam/appartement-ten-katestraat-28-1/43910660/,55,500000.0,9090.91,Amsterdam,Netherlands,"Ten Katestraat 28-1, Amsterdam, Netherlands",52.3666437,4.8669079
Lanseloetstraat,41-1,https://www.funda.nl/detail/koop/amsterdam/appartement-lanseloetstraat-41-1/43919857/,53,500000.0,9433.96,Amsterdam,Netherlands,"Lanseloetstraat 41-1, Amsterdam, Netherlands",52.3775035,4.8493775
Westzaanstraat,41-3,https://www.funda.nl/detail/koop/amsterdam/appartement-westzaanstraat-41-3/43918112/,64,495000.0,7734.38,Amsterdam,Netherlands,"Westzaanstraat 41-3, Amsterdam, Netherlands",52.3878299,4.8819359
Pieter Van Der Doesstraat,44-1,https://www.funda.nl/detail/koop/amsterdam/appartement-pieter-van-der-doesstraat-44-1/43917469/,59,485000.0,8220.34,Amsterdam,Netherlands,"Pieter Van Der Doesstraat 44-1, Amsterdam, Netherlands",52.3727355,4.8583635
Orteliusstraat,207-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-207-2/43916382/,49,440000.0,8979.59,Amsterdam,Netherlands,"Orteliusstraat 207-2, Amsterdam, Netherlands",52.3703737,4.8488471
Joos De Moorstraat,10-1,https://www.funda.nl/detail/koop/amsterdam/appartement-joos-de-moorstraat-10-1/43916817/,56,500000.0,8928.57,Amsterdam,Netherlands,"Joos De Moorstraat 10-1, Amsterdam, Netherlands",52.3731622,4.8573011
Burgemeester Cramergracht,17,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-cramergracht-17/43916609/,75,365000.0,4866.67,Amsterdam,Netherlands,"Burgemeester Cramergracht 17, Amsterdam, Netherlands",52.3729134,4.8323548
Borgerstraat,137-c,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-137-c/43915844/,62,500000.0,8064.52,Amsterdam,Netherlands,"Borgerstraat 137-c, Amsterdam, Netherlands",52.3644025,4.8641153
Nova Zemblastraat,355,https://www.funda.nl/detail/koop/amsterdam/appartement-nova-zemblastraat-355/43915597/,65,475000.0,7307.69,Amsterdam,Netherlands,"Nova Zemblastraat 355, Amsterdam, Netherlands",52.3902113,4.8818357
Geuzenstraat,41-3,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenstraat-41-3/43904223/,48,419000.0,8729.17,Amsterdam,Netherlands,"Geuzenstraat 41-3, Amsterdam, Netherlands",52.3718644,4.8645556
Burgemeester Hogguerstraat,389,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-hogguerstraat-389/43904970/,45,350000.0,7777.78,Amsterdam,Netherlands,"Burgemeester Hogguerstraat 389, Amsterdam, Netherlands",52.3719155,4.8305026
Spaarndammerstraat,123-1,https://www.funda.nl/detail/koop/amsterdam/appartement-spaarndammerstraat-123-1/43902332/,50,450000.0,9000.0,Amsterdam,Netherlands,"Spaarndammerstraat 123-1, Amsterdam, Netherlands",52.3908424,4.8780972
Nachtwachtlaan,151,https://www.funda.nl/detail/koop/amsterdam/appartement-nachtwachtlaan-151/43902791/,59,400000.0,6779.66,Amsterdam,Netherlands,"Nachtwachtlaan 151, Amsterdam, Netherlands",52.3617763,4.8439892
Nicolaas Beetsstraat,183,https://www.funda.nl/detail/koop/amsterdam/appartement-nicolaas-beetsstraat-183/43901036/,60,450000.0,7500.0,Amsterdam,Netherlands,"Nicolaas Beetsstraat 183, Amsterdam, Netherlands",52.3648076,4.8663128
Sara Burgerhartstraat,58-h,https://www.funda.nl/detail/koop/amsterdam/appartement-sara-burgerhartstraat-58-h/43900169/,56,450000.0,8035.71,Amsterdam,Netherlands,"Sara Burgerhartstraat 58-h, Amsterdam, Netherlands",52.3832866,4.8481468
Egelantiersgracht,458,https://www.funda.nl/detail/koop/amsterdam/appartement-egelantiersgracht-458/43909839/,56,495000.0,8839.29,Amsterdam,Netherlands,"Egelantiersgracht 458, Amsterdam, Netherlands",52.3758504,4.8800903
Postjesweg,457,https://www.funda.nl/detail/koop/amsterdam/appartement-postjesweg-457/43908421/,80,480000.0,6000.0,Amsterdam,Netherlands,"Postjesweg 457, Amsterdam, Netherlands",52.3636986,4.8357738
Crynssenstraat,63-1,https://www.funda.nl/detail/koop/amsterdam/appartement-crynssenstraat-63-1/43907618/,57,475000.0,8333.33,Amsterdam,Netherlands,"Crynssenstraat 63-1, Amsterdam, Netherlands",52.3634942,4.8559191
Crynssenstraat,53-2,https://www.funda.nl/detail/koop/amsterdam/appartement-crynssenstraat-53-2/43905122/,53,440000.0,8301.89,Amsterdam,Netherlands,"Crynssenstraat 53-2, Amsterdam, Netherlands",52.3632158,4.8559664
Van Rensselaerstraat,35-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-rensselaerstraat-35-h/43905566/,53,465000.0,8773.58,Amsterdam,Netherlands,"Van Rensselaerstraat 35-h, Amsterdam, Netherlands",52.362081,4.8555836
Baffinstraat,35-2,https://www.funda.nl/detail/koop/amsterdam/appartement-baffinstraat-35-2/43994246/,52,400000.0,7692.31,Amsterdam,Netherlands,"Baffinstraat 35-2, Amsterdam, Netherlands",52.3683102,4.853659
Admiraal De Ruijterweg,465-1,https://www.funda.nl/detail/koop/amsterdam/appartement-admiraal-de-ruijterweg-465-1/43994409/,64,485000.0,7578.12,Amsterdam,Netherlands,"Admiraal De Ruijterweg 465-1, Amsterdam, Netherlands",52.3835049,4.8488494
Wormerveerstraat,1-3,https://www.funda.nl/detail/koop/amsterdam/appartement-wormerveerstraat-1-3/43991106/,51,370000.0,7254.9,Amsterdam,Netherlands,"Wormerveerstraat 1-3, Amsterdam, Netherlands",52.3887881,4.8770045
Bilderdijkstraat,198-1v,https://www.funda.nl/detail/koop/amsterdam/appartement-bilderdijkstraat-198-1v/43991749/,31,325000.0,10483.87,Amsterdam,Netherlands,"Bilderdijkstraat 198-1v, Amsterdam, Netherlands",52.3663801,4.872417
Polanenstraat,1-g,https://www.funda.nl/detail/koop/amsterdam/appartement-polanenstraat-1-g/43990014/,24,275000.0,11458.33,Amsterdam,Netherlands,"Polanenstraat 1-g, Amsterdam, Netherlands",52.3879781,4.8785654
Suikerbakkerssteeg,6-b,https://www.funda.nl/detail/koop/amsterdam/appartement-suikerbakkerssteeg-6-b/43999243/,40,369000.0,9225.0,Amsterdam,Netherlands,"Suikerbakkerssteeg 6-b, Amsterdam, Netherlands",52.3754855,4.8937372
Lange Leidsedwarsstraat,44-c,https://www.funda.nl/detail/koop/amsterdam/appartement-lange-leidsedwarsstraat-44-c/43999190/,40,397500.0,9937.5,Amsterdam,Netherlands,"Lange Leidsedwarsstraat 44-c, Amsterdam, Netherlands",52.3651036,4.8827678
Nassaukade,328-2,https://www.funda.nl/detail/koop/amsterdam/appartement-nassaukade-328-2/43998233/,31,350000.0,11290.32,Amsterdam,Netherlands,"Nassaukade 328-2, Amsterdam, Netherlands",52.3685158,4.8757837
Geuzenkade,71-2,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-71-2/43998260/,49,435000.0,8877.55,Amsterdam,Netherlands,"Geuzenkade 71-2, Amsterdam, Netherlands",52.3742087,4.8642639
Hasebroekstraat,25-h,https://www.funda.nl/detail/koop/amsterdam/appartement-hasebroekstraat-25-h/43997876/,55,500000.0,9090.91,Amsterdam,Netherlands,"Hasebroekstraat 25-h, Amsterdam, Netherlands",52.366128,4.866195
Kanaalstraat,100-b,https://www.funda.nl/detail/koop/amsterdam/appartement-kanaalstraat-100-b/43996221/,24,300000.0,12500.0,Amsterdam,Netherlands,"Kanaalstraat 100-b, Amsterdam, Netherlands",52.3621789,4.8630024
Overtoom,114-3,https://www.funda.nl/detail/koop/amsterdam/appartement-overtoom-114-3/43996118/,39,399500.0,10243.59,Amsterdam,Netherlands,"Overtoom 114-3, Amsterdam, Netherlands",52.3628048,4.8748217
Kleine Houtstraat,15-2,https://www.funda.nl/detail/koop/amsterdam/appartement-kleine-houtstraat-15-2/43984081/,46,400000.0,8695.65,Amsterdam,Netherlands,"Kleine Houtstraat 15-2, Amsterdam, Netherlands",52.384552,4.8846617
Van Noordtstraat,9-m,https://www.funda.nl/detail/koop/amsterdam/appartement-van-noordtstraat-9-m/43982376/,31,315000.0,10161.29,Amsterdam,Netherlands,"Van Noordtstraat 9-m, Amsterdam, Netherlands",52.3890449,4.8801412
Hasebroekstraat,16-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hasebroekstraat-16-1/43982098/,55,475000.0,8636.36,Amsterdam,Netherlands,"Hasebroekstraat 16-1, Amsterdam, Netherlands",52.3663713,4.8662797
Van Boetzelaerstraat,36-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-boetzelaerstraat-36-2/43982432/,45,415000.0,9222.22,Amsterdam,Netherlands,"Van Boetzelaerstraat 36-2, Amsterdam, Netherlands",52.3826539,4.873726
De Rijpgracht,31-3,https://www.funda.nl/detail/koop/amsterdam/appartement-de-rijpgracht-31-3/43981120/,53,425000.0,8018.87,Amsterdam,Netherlands,"De Rijpgracht 31-3, Amsterdam, Netherlands",52.3770713,4.86122
Curacaostraat,76-2,https://www.funda.nl/detail/koop/amsterdam/appartement-curacaostraat-76-2/43981029/,56,475000.0,8482.14,Amsterdam,Netherlands,"Curacaostraat 76-2, Amsterdam, Netherlands",52.3611588,4.8522477
Orteliusstraat,186-1,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-186-1/43989012/,51,400000.0,7843.14,Amsterdam,Netherlands,"Orteliusstraat 186-1, Amsterdam, Netherlands",52.3696941,4.8495896
Van Oldenbarneveldtstraat,96-d1,https://www.funda.nl/detail/koop/amsterdam/appartement-van-oldenbarneveldtstraat-96-d1/43988707/,47,425000.0,9042.55,Amsterdam,Netherlands,"Van Oldenbarneveldtstraat 96-d1, Amsterdam, Netherlands",52.373872,4.8735191
Zaanstraat,159,https://www.funda.nl/detail/koop/amsterdam/appartement-zaanstraat-159/43987369/,42,395000.0,9404.76,Amsterdam,Netherlands,"Zaanstraat 159, Amsterdam, Netherlands",52.3890005,4.8761789
Bloys Van Treslongstraat,59-3,https://www.funda.nl/detail/koop/amsterdam/appartement-bloys-van-treslongstraat-59-3/43986010/,42,375000.0,8928.57,Amsterdam,Netherlands,"Bloys Van Treslongstraat 59-3, Amsterdam, Netherlands",52.3754015,4.8597121
Granidastraat,92-1,https://www.funda.nl/detail/koop/amsterdam/appartement-granidastraat-92-1/43986654/,53,425000.0,8018.87,Amsterdam,Netherlands,"Granidastraat 92-1, Amsterdam, Netherlands",52.3816684,4.848196
Willem De Zwijgerlaan,334-c19,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-334-c19/43974983/,34,275000.0,8088.24,Amsterdam,Netherlands,"Willem De Zwijgerlaan 334-c19, Amsterdam, Netherlands",52.3809131,4.8609099
Jan Van Schaffelaarplantsoen,13-c,https://www.funda.nl/detail/koop/amsterdam/appartement-jan-van-schaffelaarplantsoen-13-c/43974618/,59,460000.0,7796.61,Amsterdam,Netherlands,"Jan Van Schaffelaarplantsoen 13-c, Amsterdam, Netherlands",52.3787832,4.8422684
Spaarndammerstraat,28-h,https://www.funda.nl/detail/koop/amsterdam/appartement-spaarndammerstraat-28-h/43974697/,44,350000.0,7954.55,Amsterdam,Netherlands,"Spaarndammerstraat 28-h, Amsterdam, Netherlands",52.387109,4.8814599
Van Spilbergenstraat,74-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-spilbergenstraat-74-2/43973399/,52,350000.0,6730.77,Amsterdam,Netherlands,"Van Spilbergenstraat 74-2, Amsterdam, Netherlands",52.3663886,4.8520231
Geuzenkade,60-3,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-60-3/43972703/,49,450000.0,9183.67,Amsterdam,Netherlands,"Geuzenkade 60-3, Amsterdam, Netherlands",52.3736437,4.8644759
Grote Bickersstraat,33-1,https://www.funda.nl/detail/koop/amsterdam/appartement-grote-bickersstraat-33-1/43971910/,32,350000.0,10937.5,Amsterdam,Netherlands,"Grote Bickersstraat 33-1, Amsterdam, Netherlands",52.3846423,4.8890084
Sara Burgerhartstraat,46-h,https://www.funda.nl/detail/koop/amsterdam/appartement-sara-burgerhartstraat-46-h/43971580/,56,450000.0,8035.71,Amsterdam,Netherlands,"Sara Burgerhartstraat 46-h, Amsterdam, Netherlands",52.3830643,4.8487074
Burgemeester Cramergracht,162,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-cramergracht-162/43971464/,62,350000.0,5645.16,Amsterdam,Netherlands,"Burgemeester Cramergracht 162, Amsterdam, Netherlands",52.3743899,4.8329533
Kijkduinstraat,51-1,https://www.funda.nl/detail/koop/amsterdam/appartement-kijkduinstraat-51-1/43976031/,53,400000.0,7547.17,Amsterdam,Netherlands,"Kijkduinstraat 51-1, Amsterdam, Netherlands",52.3821588,4.8532867
Van Der Hoopstraat,88-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-der-hoopstraat-88-2/43976093/,50,415000.0,8300.0,Amsterdam,Netherlands,"Van Der Hoopstraat 88-2, Amsterdam, Netherlands",52.3844713,4.8721481
Theophilusstraat,15-1,https://www.funda.nl/detail/koop/amsterdam/appartement-theophilusstraat-15-1/43963308/,50,415000.0,8300.0,Amsterdam,Netherlands,"Theophilusstraat 15-1, Amsterdam, Netherlands",52.3791013,4.8529123
James Cookstraat,48-2,https://www.funda.nl/detail/koop/amsterdam/appartement-james-cookstraat-48-2/43963128/,51,450000.0,8823.53,Amsterdam,Netherlands,"James Cookstraat 48-2, Amsterdam, Netherlands",52.3724826,4.8520671
Orteliusstraat,18-2,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-18-2/43960976/,50,460000.0,9200.0,Amsterdam,Netherlands,"Orteliusstraat 18-2, Amsterdam, Netherlands",52.3649842,4.8514822
Nieuwpoortstraat,94-a10,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwpoortstraat-94-a10/43969490/,50,415000.0,8300.0,Amsterdam,Netherlands,"Nieuwpoortstraat 94-a10, Amsterdam, Netherlands",52.3842452,4.8569444
Kinkerstraat,75-1,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-75-1/43967142/,43,400000.0,9302.33,Amsterdam,Netherlands,"Kinkerstraat 75-1, Amsterdam, Netherlands",52.3669429,4.8716028
Vespuccistraat,60-2,https://www.funda.nl/detail/koop/amsterdam/appartement-vespuccistraat-60-2/43967166/,58,500000.0,8620.69,Amsterdam,Netherlands,"Vespuccistraat 60-2, Amsterdam, Netherlands",52.371357,4.8535784
Bestevaerstraat,78-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-78-1/43967031/,59,475000.0,8050.85,Amsterdam,Netherlands,"Bestevaerstraat 78-1, Amsterdam, Netherlands",52.3753657,4.8596538
Bentinckstraat,3-1,https://www.funda.nl/detail/koop/amsterdam/appartement-bentinckstraat-3-1/43965366/,42,395000.0,9404.76,Amsterdam,Netherlands,"Bentinckstraat 3-1, Amsterdam, Netherlands",52.3840791,4.8749581
Geuzenstraat,41-h,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenstraat-41-h/43957913/,39,385000.0,9871.79,Amsterdam,Netherlands,"Geuzenstraat 41-h, Amsterdam, Netherlands",52.3718645,4.8645554
Erasmusgracht,23-3,https://www.funda.nl/detail/koop/amsterdam/appartement-erasmusgracht-23-3/43956771/,51,425000.0,8333.33,Amsterdam,Netherlands,"Erasmusgracht 23-3, Amsterdam, Netherlands",52.3750556,4.8467933
Haarlemmerweg,49-h,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-49-h/43846115/,58,500000.0,8620.69,Amsterdam,Netherlands,"Haarlemmerweg 49-h, Amsterdam, Netherlands",52.3854007,4.8772784
Orteliusstraat,289-3a,https://www.funda.nl/detail/koop/amsterdam/appartement-orteliusstraat-289-3a/43834003/,35,300000.0,8571.43,Amsterdam,Netherlands,"Orteliusstraat 289-3a, Amsterdam, Netherlands",52.372669,4.8476585
Lootsstraat,7-1,https://www.funda.nl/detail/koop/amsterdam/appartement-lootsstraat-7-1/43804081/,45,400000.0,8888.89,Amsterdam,Netherlands,"Lootsstraat 7-1, Amsterdam, Netherlands",52.3640569,4.861183
Granidastraat,92-3,https://www.funda.nl/detail/koop/amsterdam/appartement-granidastraat-92-3/43809287/,52,400000.0,7692.31,Amsterdam,Netherlands,"Granidastraat 92-3, Amsterdam, Netherlands",52.3816681,4.8481963
Hofwijckstraat,22-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hofwijckstraat-22-1/43890251/,69,495000.0,7173.91,Amsterdam,Netherlands,"Hofwijckstraat 22-1, Amsterdam, Netherlands",52.3797112,4.8506432
Nachtwachtlaan,247,https://www.funda.nl/detail/koop/amsterdam/appartement-nachtwachtlaan-247/43898401/,58,395000.0,6810.34,Amsterdam,Netherlands,"Nachtwachtlaan 247, Amsterdam, Netherlands",52.362439,4.8432619
Schaepmanstraat,178-b,https://www.funda.nl/detail/koop/amsterdam/appartement-schaepmanstraat-178-b/43713851/,51,435000.0,8529.41,Amsterdam,Netherlands,"Schaepmanstraat 178-b, Amsterdam, Netherlands",52.3799359,4.8697622
Crynssenstraat,80-1,https://www.funda.nl/detail/koop/amsterdam/appartement-crynssenstraat-80-1/43623576/,56,450000.0,8035.71,Amsterdam,Netherlands,"Crynssenstraat 80-1, Amsterdam, Netherlands",52.3637021,4.8561808
Van Gentstraat,12-2,https://www.funda.nl/detail/koop/amsterdam/appartement-van-gentstraat-12-2/43065403/,60,475000.0,7916.67,Amsterdam,Netherlands,"Van Gentstraat 12-2, Amsterdam, Netherlands",52.3831746,4.8513358
Hoofdweg,168-2,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-168-2/43050505/,57,425000.0,7456.14,Amsterdam,Netherlands,"Hoofdweg 168-2, Amsterdam, Netherlands",52.3653165,4.8534455
Kinkerstraat,69-4v,https://www.funda.nl/detail/koop/amsterdam/appartement-kinkerstraat-69-4v/43059822/,32,315000.0,9843.75,Amsterdam,Netherlands,"Kinkerstraat 69-4v, Amsterdam, Netherlands",52.3670057,4.8718361
Groen Van Prinstererstraat,102-1,https://www.funda.nl/detail/koop/amsterdam/appartement-groen-van-prinstererstraat-102-1/43059548/,39,339000.0,8692.31,Amsterdam,Netherlands,"Groen Van Prinstererstraat 102-1, Amsterdam, Netherlands",52.3815715,4.8728868
Willem De Zwijgerlaan,52-2,https://www.funda.nl/detail/koop/amsterdam/appartement-willem-de-zwijgerlaan-52-2/43058609/,48,445000.0,9270.83,Amsterdam,Netherlands,"Willem De Zwijgerlaan 52-2, Amsterdam, Netherlands",52.3718437,4.8639543
Bestevaerstraat,174-2,https://www.funda.nl/detail/koop/amsterdam/appartement-bestevaerstraat-174-2/43057397/,49,450000.0,9183.67,Amsterdam,Netherlands,"Bestevaerstraat 174-2, Amsterdam, Netherlands",52.3784886,4.8585887
Geuzenkade,20-1,https://www.funda.nl/detail/koop/amsterdam/appartement-geuzenkade-20-1/43056525/,52,500000.0,9615.38,Amsterdam,Netherlands,"Geuzenkade 20-1, Amsterdam, Netherlands",52.371843,4.8658484
Gloriantstraat,16-2,https://www.funda.nl/detail/koop/amsterdam/appartement-gloriantstraat-16-2/43056564/,48,400000.0,8333.33,Amsterdam,Netherlands,"Gloriantstraat 16-2, Amsterdam, Netherlands",52.3791484,4.8533966
Van Boetzelaerstraat,24-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-boetzelaerstraat-24-3/43055105/,62,495000.0,7983.87,Amsterdam,Netherlands,"Van Boetzelaerstraat 24-3, Amsterdam, Netherlands",52.3827186,4.8740924
Kijkduinstraat,47-1,https://www.funda.nl/detail/koop/amsterdam/appartement-kijkduinstraat-47-1/43055472/,52,400000.0,7692.31,Amsterdam,Netherlands,"Kijkduinstraat 47-1, Amsterdam, Netherlands",52.3820875,4.853405
Borgerstraat,203-1,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-203-1/43942064/,45,425000.0,9444.44,Amsterdam,Netherlands,"Borgerstraat 203-1, Amsterdam, Netherlands",52.3639809,4.8622704
Prinsengracht,126-ha,https://www.funda.nl/detail/koop/amsterdam/appartement-prinsengracht-126-ha/43945151/,42,415000.0,9880.95,Amsterdam,Netherlands,"Prinsengracht 126-ha, Amsterdam, Netherlands",52.3761012,4.8839629
Vespuccistraat,99-1,https://www.funda.nl/detail/koop/amsterdam/appartement-vespuccistraat-99-1/43933315/,59,500000.0,8474.58,Amsterdam,Netherlands,"Vespuccistraat 99-1, Amsterdam, Netherlands",52.3725388,4.8525948
Lodewijk Tripstraat,17-1,https://www.funda.nl/detail/koop/amsterdam/appartement-lodewijk-tripstraat-17-1/43935294/,30,269000.0,8966.67,Amsterdam,Netherlands,"Lodewijk Tripstraat 17-1, Amsterdam, Netherlands",52.3801846,4.8763837
Nieuwe Nieuwstraat,25-2,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwe-nieuwstraat-25-2/43927957/,50,440000.0,8800.0,Amsterdam,Netherlands,"Nieuwe Nieuwstraat 25-2, Amsterdam, Netherlands",52.3752673,4.8931375
Hoofdweg,373-1,https://www.funda.nl/detail/koop/amsterdam/appartement-hoofdweg-373-1/43901612/,56,450000.0,8035.71,Amsterdam,Netherlands,"Hoofdweg 373-1, Amsterdam, Netherlands",52.3717142,4.8491099
Bloemgracht,191-b,https://www.funda.nl/detail/koop/amsterdam/appartement-bloemgracht-191-b/43906575/,40,475000.0,11875.0,Amsterdam,Netherlands,"Bloemgracht 191-b, Amsterdam, Netherlands",52.3737467,4.8773243
Haarlemmerstraat,79-b,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerstraat-79-b/43954782/,55,450000.0,8181.82,Amsterdam,Netherlands,"Haarlemmerstraat 79-b, Amsterdam, Netherlands",52.3803115,4.891495
Haarlemmerweg,185-1,https://www.funda.nl/detail/koop/amsterdam/appartement-haarlemmerweg-185-1/43953201/,49,425000.0,8673.47,Amsterdam,Netherlands,"Haarlemmerweg 185-1, Amsterdam, Netherlands",52.3852935,4.8710663
Bos En Lommerplantsoen,101-e,https://www.funda.nl/detail/koop/amsterdam/appartement-bos-en-lommerplantsoen-101-e/43842376/,30,275000.0,9166.67,Amsterdam,Netherlands,"Bos En Lommerplantsoen 101-e, Amsterdam, Netherlands",52.3758846,4.8443752
Singel,99-a,https://www.funda.nl/detail/koop/amsterdam/appartement-singel-99-a/43837130/,33,375000.0,11363.64,Amsterdam,Netherlands,"Singel 99-a, Amsterdam, Netherlands",52.3758801,4.891339
Marcantilaan,4,https://www.funda.nl/detail/koop/amsterdam/appartement-marcantilaan-4/43946551/,60,475000.0,7916.67,Amsterdam,Netherlands,"Marcantilaan 4, Amsterdam, Netherlands",52.375383,4.8676577
De Wittenkade,30-a,https://www.funda.nl/detail/koop/amsterdam/appartement-de-wittenkade-30-a/43945121/,41,375000.0,9146.34,Amsterdam,Netherlands,"De Wittenkade 30-a, Amsterdam, Netherlands",52.3845898,4.8787565
Louise De Colignystraat,40-h,https://www.funda.nl/detail/koop/amsterdam/appartement-louise-de-colignystraat-40-h/43933187/,47,400000.0,8510.64,Amsterdam,Netherlands,"Louise De Colignystraat 40-h, Amsterdam, Netherlands",52.3807565,4.8572685
Doggersbankstraat,1-1,https://www.funda.nl/detail/koop/amsterdam/appartement-doggersbankstraat-1-1/43932778/,49,425000.0,8673.47,Amsterdam,Netherlands,"Doggersbankstraat 1-1, Amsterdam, Netherlands",52.3840508,4.8503116
Van Reigersbergenstraat,85-h,https://www.funda.nl/detail/koop/amsterdam/appartement-van-reigersbergenstraat-85-h/43930246/,45,399000.0,8866.67,Amsterdam,Netherlands,"Van Reigersbergenstraat 85-h, Amsterdam, Netherlands",52.3727867,4.8698907
Hofwijckstraat,24-3,https://www.funda.nl/detail/koop/amsterdam/appartement-hofwijckstraat-24-3/43939804/,70,425000.0,6071.43,Amsterdam,Netherlands,"Hofwijckstraat 24-3, Amsterdam, Netherlands",52.379765,4.8505988
Van Hogendorpstraat,141-3,https://www.funda.nl/detail/koop/amsterdam/appartement-van-hogendorpstraat-141-3/43938735/,57,425000.0,7456.14,Amsterdam,Netherlands,"Van Hogendorpstraat 141-3, Amsterdam, Netherlands",52.3830133,4.8738395
Tweede Boomdwarsstraat,6-d,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-boomdwarsstraat-6-d/43936090/,54,500000.0,9259.26,Amsterdam,Netherlands,"Tweede Boomdwarsstraat 6-d, Amsterdam, Netherlands",52.3788284,4.8829195
Borgerstraat,220-1,https://www.funda.nl/detail/koop/amsterdam/appartement-borgerstraat-220-1/43936085/,44,345000.0,7840.91,Amsterdam,Netherlands,"Borgerstraat 220-1, Amsterdam, Netherlands",52.3640407,4.8615796
Burgemeester Hogguerstraat,581,https://www.funda.nl/detail/koop/amsterdam/appartement-burgemeester-hogguerstraat-581/43936887/,91,435000.0,4780.22,Amsterdam,Netherlands,"Burgemeester Hogguerstraat 581, Amsterdam, Netherlands",52.3722437,4.829309
Nieuwpoortstraat,94-c5,https://www.funda.nl/detail/koop/amsterdam/appartement-nieuwpoortstraat-94-c5/43935665/,49,375000.0,7653.06,Amsterdam,Netherlands,"Nieuwpoortstraat 94-c5, Amsterdam, Netherlands",52.3843156,4.8573793
Lindengracht,158-3,https://www.funda.nl/detail/koop/amsterdam/appartement-lindengracht-158-3/43923608/,46,495000.0,10760.87,Amsterdam,Netherlands,"Lindengracht 158-3, Amsterdam, Netherlands",52.3803182,4.88431
Tweede Helmersstraat,41-h,https://www.funda.nl/detail/koop/amsterdam/appartement-tweede-helmersstraat-41-h/43920734/,59,500000.0,8474.58,Amsterdam,Netherlands,"Tweede Helmersstraat 41-h, Amsterdam, Netherlands",52.3643763,4.876625
Tijl Uilenspiegelstraat,5-2,https://www.funda.nl/detail/koop/amsterdam/appartement-tijl-uilenspiegelstraat-5-2/43927839/,52,395000.0,7596.15,Amsterdam,Netherlands,"Tijl Uilenspiegelstraat 5-2, Amsterdam, Netherlands",52.3784565,4.8514369
Mercatorstraat,57-3,https://www.funda.nl/detail/koop/amsterdam/appartement-mercatorstraat-57-3/43926458/,49,400000.0,8163.27,Amsterdam,Netherlands,"Mercatorstraat 57-3, Amsterdam, Netherlands",52.3719529,4.8502227
