adress,location,description,availability,surface_m2,bedrooms,price,url,price_per_m2,lat,lon,date_scraped,is_new,address,neighborhood,preference
,Amsterdam,Amsterdam,Beschikbaar per 01-09-2025,115.0,2,2842.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18895/woning-pontsteiger-262,24.713043478260868,,,2025-07-11 05:29:24.664455,False,Pontsteiger 262,,False
,Amsterdam,Amsterdam,Onder optie,62.0,2,1396.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18647/woning-tt-vasumweg-77-b1,22.516129032258064,,,2025-07-11 05:29:24.664455,False,tt Vasumweg 77-B1,,False
,Amsterdam,Amsterdam,Onder optie,68.0,2,1517.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18611/woning-kraanspoor-7-g5,22.308823529411764,,,2025-07-11 05:29:24.664455,False,Kraanspoor 7-G5,,False
,Amsterdam,Amsterdam,Onder optie,57.0,1 slaapkamer,1375.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18550/woning-kraanspoor-3-e5,24.12280701754386,,,2025-07-11 05:29:24.664455,False,Kraanspoor 3-E5,,False
,Amsterdam,Amsterdam,Beschikbaar per 26-07-2025,65.0,2,1406.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18527/woning-kraanspoor-3-n11,21.630769230769232,,,2025-07-11 05:29:24.664455,False,Kraanspoor 3-N11,,False
,Amsterdam,Amsterdam,Onder optie,57.0,2,1425.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18485/woning-kraanspoor-3-t9,25.0,,,2025-07-11 05:29:24.664455,False,Kraanspoor 3-T9,,False
,Amsterdam,Amsterdam,Beschikbaar per 01-08-2025,46.0,1 slaapkamer,1184.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18415/woning-kraanspoor-3-f2,25.73913043478261,,,2025-07-11 05:29:24.664455,False,Kraanspoor 3-F2,,False
,Amsterdam,Amsterdam,Beschikbaar per 13-08-2025,80.0,3,1781.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18397/woning-ms-oslofjordweg-82,22.2625,,,2025-07-11 05:29:24.664455,False,ms. Oslofjordweg 82,,False
,Amsterdam,Amsterdam,Onder optie,107.0,3,2583.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18299/woning-mt-lincolnweg-14-t9,24.14018691588785,,,2025-07-11 05:29:24.664455,False,mt. Lincolnweg 14-T9,,False
,Amsterdam,Amsterdam,Onder optie,90.0,3,2086.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18284/woning-mt-lincolnweg-14-s6,23.177777777777777,,,2025-07-11 05:29:24.664455,False,mt. Lincolnweg 14-S6,,False
,Amsterdam,Amsterdam,Onder optie,61.0,2,1355.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18253/woning-mt-lincolnweg-14-b8,22.21311475409836,,,2025-07-11 05:29:24.664455,False,mt. Lincolnweg 14-B8,,False
,Amsterdam,Amsterdam,Onder optie,57.0,2,1450.0,https://www.wonenbijbouwinvest.nlhttps://www.wonenbijbouwinvest.nl/huuraanbod/18212/woning-mt-lincolnweg-14-l2,25.43859649122807,,,2025-07-11 05:29:24.664455,False,mt. Lincolnweg 14-L2,,False
